Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Crop ID,Is Processed,Is Byproduct,ag09_02_1,ag09_03,ag09_03_other,ag09_03_by,ag09_03_by_other,ag09_03_product_name,ag09_04_1,ag09_04_2,ag09_07,ag09_07_2,ag09_05,ag09_06_1,ag09_06_2,ag09_08,ag09_vs_8a,ag09_vs_8b_1,ag09_vs_8b_2,ag09_10,ag09_11
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",zCz7aSrczL2,2016-04-07T00:00:00Z,Sorghum,true,,13,1,,,,,30.0,1,30.0,1,2,,,,2,,,1,4500.0
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",hnZo2CxSp92,2016-04-13T00:00:00Z,Maize,true,,11,1,,,,,36.0,1,38.0,1,2,,,,1,2.0,1,1,5700.0
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",DUyLNfXcu24,2016-07-19T00:00:00Z,Cassava,true,,21,1,,,,,160.0,1,160.0,1,2,,,,2,,,1,16000.0
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",uMco3gkx1Z8,2016-02-08T00:00:00Z,Maize,true,,11,1,,,,,50.0,1,50.0,1,2,,,,2,,,1,5000.0
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",vCMe7iY3tJ,2016-07-16T00:00:00Z,Cassava,true,,21,1,,,,,300.0,1,300.0,1,2,,,,2,,,1,30000.0
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",9P8HkL34az2,2015-10-22T00:00:00Z,Maize,true,,11,1,,,,,40.0,1,50.0,1,2,,,,2,,,1,5000.0
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",mBXHuSst1y6,2016-04-17T00:00:00Z,Maize,true,,11,1,,,,,12.0,1,12.0,1,2,,,,2,,,1,1200.0
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",FiycRUoeZh,2016-01-13T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,20.0,1,2,,,,2,,,1,2000.0
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",LAqtBPvPxy,2015-10-07T00:00:00Z,Maize,true,,11,1,,,,,400.0,1,420.0,1,2,,,,2,,,1,25000.0
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",Gr3yWAqnod7,2016-01-14T00:00:00Z,Maize,true,,11,1,,,,,240.0,1,240.0,1,2,,,,2,,,1,24000.0
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",jspz3eC2TW3,2016-01-15T00:00:00Z,Cassava,true,,21,1,,,,,450.0,1,500.0,1,2,,,,1,50.0,1,1,50000.0
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",gVnZfUnJ4V,2016-07-12T00:00:00Z,Maize,true,,11,1,,,,,100.0,1,100.0,1,2,,,,2,,,1,20000.0
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",s1YRqRa7dg5,2015-10-14T00:00:00Z,Maize,true,,11,1,,,,,482.0,1,500.0,1,2,,,,2,,,1,28000.0
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",9D4NrgAzDH4,2016-01-30T00:00:00Z,Finger Millet,true,,15,1,,,,,13.0,1,15.0,1,2,,,,2,,,1,1500.0
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",qGGstvM2E46,2016-02-04T00:00:00Z,Sorghum,true,,13,1,,,,,20.0,1,20.0,1,2,,,,2,,,1,2000.0
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",E9xodbJqWb8,2016-02-08T00:00:00Z,Finger Millet,true,,15,1,,,,,100.0,1,100.0,1,2,,,,2,,,1,20000.0
