"","Country","Partner.Organization","longitude","latitude","Landscape..","Household.ID","Data.entry.date","source_id","source_name","sourceid","ag12a_02_1","ag12a_02_2","ag12a_02_3","ag12a_02_4","ag12a_02_5","ag12a_02_6","ag12a_03","ag12a_04","ag12a_05"
"113","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","io6UuTdM1Q3","2016-01-20T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,1,1,200
"114","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","2AzeKX3Xdj9","2015-12-11T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,2,2,2,2,2,1,2,NA
"115","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","4uYtGb6q1h5","2016-11-19T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,NA,NA,NA,NA,NA,2,2,NA
"116","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","voQqwNL5SR4","2016-03-03T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"117","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","tzDJcn6PLMB","2016-01-30T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,1,1,1,2,NA
"118","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","DRwp2xk3gPB","2016-07-22T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"119","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","Xcq8cPDrtJA","2016-01-19T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,2,2,2,2,2,1,2,NA
"120","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","iGeYWScB9G8","2016-04-26T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,NA,NA,NA,NA,NA,1,2,NA
"121","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","seXpFZmj3a","2016-01-23T00:00:00Z","3","COOPERATIVE",NA,1,1,2,2,1,2,1,2,NA
"122","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","9s7aPD8ZRh7","2016-08-19T00:00:00Z","1","Ministry Of Agriculture",NA,1,2,2,2,2,2,1,2,NA
"123","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","VM1oxfq9wgB","2015-12-14T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,2,2,2,2,2,1,2,NA
"124","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","oSahYBywkW2","2016-07-25T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"125","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","xRKbT2uWYL4","2016-02-04T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,NA,NA,NA,NA,NA,1,2,NA
"126","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","nkB43h7a3u6","2016-04-22T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,NA,NA,NA,NA,NA,1,2,NA
"127","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","tzDJcn6PLMB","2016-01-30T00:00:00Z","3","COOPERATIVE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"128","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","yjXM15j8fo9","2016-12-10T00:00:00Z","3","COOPERATIVE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"129","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","jT3NCQFGuW8","2016-02-08T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,2,2,2,1,1,1,2,NA
"130","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","EXzXQD4FSm3","2016-07-27T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"131","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","PGN47oqwcT6","2016-10-10T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,1,1,1,2,NA
"132","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","c2cooWnTEh2","2015-10-13T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,NA,NA,NA,NA,NA,2,2,NA
"133","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","MxhdeDaZTa9","2016-04-29T00:00:00Z","2","NGO",NA,1,NA,NA,NA,NA,NA,1,2,NA
"134","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","seXpFZmj3a","2016-01-23T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,1,NA,1,2,NA
"135","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","QLDaeeq1A6A","2015-11-06T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"136","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","JYjBoTCdte4","2015-10-14T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"137","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","am7bPMj2uA","2016-04-29T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,2,NA,2,2,2,1,2,NA
"138","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","jQRmJu3n453","2015-10-02T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,NA,NA,NA,NA,NA,1,2,NA
"139","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","tU6yMt3dHA3","2016-08-09T00:00:00Z","3a","Community Based Farmer'S Organisations (Cbos)/Farmer Based Organisations (Fbos)",NA,1,2,2,2,2,2,1,2,NA
"140","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","GBGa6M3rbd3","2016-11-18T00:00:00Z","2","NGO",NA,1,NA,NA,NA,NA,NA,2,2,NA
"141","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","d77n4FzyP99","2016-04-26T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,NA,NA,NA,NA,NA,1,2,NA
"142","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","XXFzjtd2A8","2016-10-15T00:00:00Z","2","NGO",NA,1,NA,NA,NA,NA,NA,1,2,NA
"143","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","eVbuv11Jya9","2015-11-20T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,2,NA,2,1,1,1,2,NA
"144","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","cZWWUyRwuTA","2016-01-16T00:00:00Z","3","COOPERATIVE",NA,1,2,2,2,2,2,3,2,NA
"145","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","B8yvkFk2DJ5","2016-07-21T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,NA,NA,NA,NA,NA,1,2,NA
"146","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","RCuAWjMUBmA","2016-11-21T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,3,2,NA
"147","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","cuVuG6WmhC5","2016-02-11T00:00:00Z","2","NGO",NA,1,2,2,2,2,2,1,2,NA
"148","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","wy7axJB9t4A","2016-01-14T00:00:00Z","2","NGO",NA,1,2,2,2,2,2,1,2,NA
"149","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","Kg7uwpdD4P5","2016-08-13T00:00:00Z","1","Ministry Of Agriculture",NA,1,2,2,2,2,2,1,2,NA
"150","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","Mq9anduKdR9","2016-05-17T00:00:00Z","2","NGO",NA,1,NA,NA,NA,NA,NA,1,2,NA
"151","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","rQmTKtJ2h92","2016-07-23T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"152","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","iV8EbG17vX2","2016-05-15T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"153","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","iRtxUHTRGi2","2016-01-22T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,2,2,2,2,2,1,2,NA
"154","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","hXCHXcG2W46","2016-02-01T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,NA,NA,NA,NA,1,1,2,NA
"155","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","to8Gc5JzaT7","2015-10-08T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,2,2,2,2,2,1,2,NA
"156","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","fzVneyP9Mg7","2016-01-27T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,2,2,2,2,2,1,2,NA
"157","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","Ag8CWapFXT9","2015-12-05T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,2,2,2,2,2,1,2,NA
"158","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","fHLhUbHi259","2016-04-27T00:00:00Z","3","COOPERATIVE",NA,1,2,2,2,2,2,1,2,NA
"159","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","t8pSXYMtCP","2016-03-01T00:00:00Z","3","COOPERATIVE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"160","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","vvZZdLufJK3","2016-07-19T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,NA,NA,NA,1,1,1,2,NA
"161","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","jDuNCdZs246","2016-02-09T00:00:00Z","3","COOPERATIVE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"162","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","CxdDadFVXS7","2016-10-21T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,NA,NA,1,2,NA
"163","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","6VtbLtrb1D3","2016-01-25T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,NA,NA,NA,1,NA,1,2,NA
"164","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","XrphaE61Jh6","2016-03-04T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,2,2,2,2,2,1,2,NA
"165","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","YVG8nKF7bC4","2015-12-05T00:00:00Z","3","COOPERATIVE",NA,1,NA,NA,NA,NA,NA,2,2,NA
"166","TZA","Tanzania Forest Conservation Group",38.7492089681939,-8.14419444155308,"L22","An4VyekaKi6","2015-08-10T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,2,1,2,2,2,1,2,NA
"167","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","2tw7sF6jPB4","2015-08-31T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,2,2,2,1,1,1,2,NA
"168","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","JsmhauRP8E9","2014-08-14T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,1,1,2,2,NA,2,2,NA
"169","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","dyd2EZBuR66","2014-08-14T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,2,1,2,1,NA,1,2,NA
"170","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","kRcrpHwnrk4","2014-08-12T00:00:00Z","3","COOPERATIVE",NA,1,2,2,2,2,NA,2,2,NA
"171","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","nZ3uwA7syq7","2014-08-12T00:00:00Z","2","NGO",NA,1,1,2,2,2,NA,1,2,NA
"172","TZA","Tanzania Forest Conservation Group",38.7492089681939,-8.14419444155308,"L22","MG8Mg2FAfw4","2015-09-09T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,2,2,2,2,2,1,2,NA
"173","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","GZButysJgS4","2013-10-16T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,1,1,2,2,NA,2,2,NA
"174","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","qBummgzDBd8","2014-08-12T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"175","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","fUSEvjoZCe","2014-08-11T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,2,2,2,2,NA,1,2,NA
"176","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","UDim1j4z9K9","2014-08-13T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,2,2,2,2,NA,1,2,NA
"177","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","MqCGGaKzuz2","2014-08-11T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"178","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","tWqyJcJmuN5","2014-08-12T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,1,2,1,NA,1,2,NA
"179","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","B7g3YrTCTUB","2014-08-16T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"180","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","udWPUwFP172","2014-08-13T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,1,1,2,1,NA,1,2,NA
"181","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","PZ5Q2bVsEX8","2014-08-12T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"182","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","LwsCZHjGPqA","2014-09-13T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,2,2,1,2,2,NA,1,2,NA
"183","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","g2ZqebmF5z8","2014-08-13T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"184","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","onwJq3WmHg2","2014-08-12T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,2,2,2,2,NA,2,2,NA
"185","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","6s9v6agXWi3","2014-08-13T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,2,2,2,2,NA,1,2,NA
"186","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","pxqThuNPrG","2014-10-03T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,2,2,2,2,2,NA,1,2,NA
"187","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","gpPmZSQZXY5","2014-08-11T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,2,2,2,2,NA,1,2,NA
"188","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","PZ5Q2bVsEX8","2014-08-12T00:00:00Z","2","NGO",NA,1,2,2,2,2,NA,1,2,NA
"189","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","7GEs4txMBL9","2014-08-14T00:00:00Z","2","NGO",NA,1,2,2,2,2,NA,1,2,NA
"190","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","fKYGZhSCHi5","2014-08-12T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,2,2,NA
"191","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","zddQBRJke87","2014-08-11T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"192","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","MmsqX496Yo9","2014-08-12T00:00:00Z","2","NGO",NA,1,2,1,2,1,NA,1,2,NA
"193","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","2zFRVcySNg6","2014-08-13T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"194","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","7NvFkzHDPpA","2014-08-12T00:00:00Z","3","COOPERATIVE",NA,1,2,1,2,1,NA,1,2,NA
"195","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","zddQBRJke87","2014-08-11T00:00:00Z","2","NGO",NA,1,2,2,2,2,NA,1,2,NA
"196","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","6gioKTgu1a9","2014-08-12T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,1,2,1,NA,2,2,NA
"197","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","KWsyirYykp","2014-08-12T00:00:00Z","3","COOPERATIVE",NA,1,2,1,2,2,NA,2,2,NA
"198","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","fMF9APviXm9","2015-08-11T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,2,2,2,2,2,1,1,2,NA
"199","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","AcecNqxEnz4","2014-08-14T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"200","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","LwsCZHjGPqA","2014-09-13T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,2,2,2,2,1,NA,2,2,NA
"201","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","N1YUZvnVaG5","2014-08-12T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"202","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","UGrmX3B1xb7","2015-08-30T00:00:00Z","1","MINISTRY OF AGRICULTURE",NA,1,2,2,2,2,2,1,2,NA
"203","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","6auvr3dPvX4","2014-08-12T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,1,2,2,2,2,NA,1,2,NA
"204","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","9921bP6EeY4","2014-08-12T00:00:00Z","3","COOPERATIVE",NA,1,1,1,2,1,NA,1,2,NA
"205","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","uDCakBEm7VB","2014-09-30T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,2,2,2,1,NA,1,2,NA
"206","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","N5cedWi9F35","2014-12-18T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)",NA,2,2,2,1,1,NA,1,2,NA
"207","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","SGWnjCX1hJ3","2014-08-12T00:00:00Z","2","NGO",NA,1,2,1,2,1,NA,1,2,NA
"208","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","SqBCN18ii19","2015-08-11T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,2,2,2,2,2,2,2,NA
"209","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","vvfZmP19Kx","2014-08-13T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,2,2,NA
"210","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","B7g3YrTCTUB","2014-08-16T00:00:00Z","2","NGO",NA,1,2,2,2,2,NA,1,2,NA
"211","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","oDSCEcXBzq3","2014-08-12T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"212","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","UDim1j4z9K9","2014-08-13T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,2,2,2,2,NA,1,2,NA
"213","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","nZ3uwA7syq7","2014-08-12T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,1,2,2,2,NA,1,2,NA
"214","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","9WWgnSHHAA6","2014-12-18T00:00:00Z","3","COOPERATIVE",NA,1,2,2,1,1,NA,1,2,NA
"215","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","qP3BigSRj28","2014-08-12T00:00:00Z","4","LARGE SCALE FARMER/OUTGROWERS",NA,1,2,1,2,1,NA,1,2,NA
"216","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","6gioKTgu1a9","2014-08-12T00:00:00Z","2","NGO",NA,1,2,1,2,1,NA,1,2,NA
"217","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","ZSL3mumZ4X8","2014-08-12T00:00:00Z","1","MINISTRY OF FOOD & AGRICULTURE (MOFA)",NA,1,1,1,2,2,NA,1,2,NA
"218","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","kAKQZBMLkGA","2016-01-29T00:00:00Z","1","MINISTRY OF AGRICULTURE","",1,2,2,2,2,2,1,2,NA
"219","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","QT4VeJxXHv4","2015-11-20T00:00:00Z","other","Other","",NA,NA,NA,NA,NA,1,1,NA,NA
"220","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","nG6geyTvwq7","2015-09-05T00:00:00Z","other","Other","",1,NA,1,NA,NA,NA,1,2,NA
"221","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","5a2WfRTPWS2","2016-01-13T00:00:00Z","2","NGO","",1,2,2,2,2,2,1,2,NA
"222","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","QT4VeJxXHv4","2015-11-20T00:00:00Z","1","MINISTRY OF AGRICULTURE","",2,2,2,2,2,1,1,2,NA
"223","UGA","Africa Innovations Institude",29.7871381860837,-1.24177656546097,"L04","iLvTEBAQTN6","2016-04-08T00:00:00Z","2","NGO","",1,2,2,2,2,2,1,2,NA
"224","UGA","Africa Innovations Institude",29.7871381860837,-1.24177656546097,"L04","v29v4CgCb9A","2016-04-07T00:00:00Z","3","COOPERATIVE","",1,2,2,2,2,2,1,2,NA
"225","UGA","Africa Innovations Institude",33.2567780274687,2.45257755461486,"L07","7yhK3asbcg8","2016-01-20T00:00:00Z","2","NGO","",1,2,2,2,1,2,1,2,NA
"226","UGA","Africa Innovations Institude",31.1975267607797,3.5840602791963,"L01","vCMe7iY3tJ","2016-07-16T00:00:00Z","2","Ngo","",1,2,2,2,2,2,1,2,NA
"227","UGA","Africa Innovations Institude",29.7871381860837,-1.24177656546097,"L04","Mc7EjdDK3M3","2016-04-06T00:00:00Z","3a","COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs)","",1,2,2,2,2,2,2,2,NA
"228","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","s1YRqRa7dg5","2015-10-14T00:00:00Z","5","RESEARCH ORGANIZATION/UNIVERSITY","National agriculture research organisation",1,1,2,2,2,2,1,2,NA
"229","UGA","Africa Innovations Institude",34.3568865263743,1.03690346284041,"L02","uZWP16YfzT5","2016-01-05T00:00:00Z","1","MINISTRY OF AGRICULTURE","",1,2,2,2,2,2,1,1,10000
"230","UGA","Africa Innovations Institude",31.7560832397785,1.87635436806258,"L06","thYGMAV5F28","2016-01-13T00:00:00Z","2","NGO","",1,2,2,2,2,2,1,2,NA
"231","UGA","Africa Innovations Institude",32.1222569707067,0.203686999334623,"L03","oimuabaAoj4","2015-10-13T00:00:00Z","2","NGO","",1,2,1,2,NA,2,1,2,NA
