Country,Partner Organization,longitude,latitude,Region,District,Landscape #,Household ID,Household head ID,Enumerator ID,Time interview start,Date of interview,Supervisor ID,Questionnaire inspection date,Clerk ID,Data entry date,fr_01,fr2_10,fr_5,ag12b_vs_09a,ag12a_vs_10,ag12a_vs_10_other,End Time,Survey Instrument
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,03,329,"L07",25LYWDpsci5,UJkgiQov348,,2000-01-01 04:24:00 UTC,2015-09-26,VXXtPYtHb53,2015-09-27,s8w1kT9jvY7,2016-02-08T00:00:00Z,1,3,1454895621516.jpg,1,10,,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,04,409,"L06",XBSg6BUGH3,5FvNNw7zPtA,,2000-01-01 11:45:00 UTC,2015-08-19,VXXtPYtHb53,2015-08-22,s8w1kT9jvY7,2016-01-27T00:00:00Z,1,3,1453880052107.jpg,2,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,02,218,"L02",5xza3zKCC65,cQ2wD7rqiRB,,2000-01-01 12:20:00 UTC,2015-05-07,VXXtPYtHb53,2015-05-08,YFPdkT7Y2y8,2015-11-21T00:00:00Z,1,3,1448085711494.jpg,1,6,,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,03,313,"L01",vCMe7iY3tJ,bXpjusRXZTA,4TSs34S7YSA,2000-01-01 14:17:00 UTC,2016-05-31,expyhifP6U2,2016-06-01,4TSs34S7YSA,2016-07-16T00:00:00Z,1,2015,1468675140228.jpg,2,,,2000-01-01 16:28:00 UTC,paper
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,02,218,"L02",WMFdhZg7RN5,C3j9eBxdft6,,2000-01-01 10:30:00 UTC,2015-05-06,VXXtPYtHb53,2015-05-07,s8w1kT9jvY7,2015-10-23T00:00:00Z,1,3,1445584117104.jpg,2,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,02,223,"L02",Yz9QZdfbFV,QScKFQQPTj,,2000-01-01 15:06:00 UTC,2015-05-02,VXXtPYtHb53,2015-05-03,YFPdkT7Y2y8,2015-11-24T00:00:00Z,1,3,1448364116731.jpg,2,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,04,404,"L04",zCz7aSrczL2,ooce19vVtc7,,2000-01-01 15:10:00 UTC,2016-03-15,VXXtPYtHb53,2016-03-15,YFPdkT7Y2y8,2016-04-07T00:00:00Z,1,4,1462177173273.jpg,1,10,,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,03,329,"L07",EQM92niTjw,bZQNDNZdcE2,,2000-01-01 11:38:00 UTC,2015-09-19,VXXtPYtHb53,2015-09-20,s8w1kT9jvY7,2016-02-05T00:00:00Z,1,3,1454631898036.jpg,1,9,,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,03,313,"L01",YTTV9E8N5B7,8LiU7gSDsu6,4TSs34S7YSA,2000-01-01 12:45:00 UTC,2016-06-04,expyhifP6U2,2016-07-05,4TSs34S7YSA,2016-07-18T00:00:00Z,1,2015,1468825081625.jpg,2,,,2000-01-01 16:20:00 UTC,paper
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,02,218,"L02",1YCu7s1wQ37,Ak2tNEQ8e89,,2000-01-01 05:00:00 UTC,2015-05-04,VXXtPYtHb53,2015-05-05,YFPdkT7Y2y8,2015-11-23T00:00:00Z,1,3,1448275010321.jpg,2,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,02,223,"L02",SDoi2yLPd6,Ve6gHGRTBC8,,2000-01-01 12:02:00 UTC,2015-05-07,VXXtPYtHb53,2015-05-09,s8w1kT9jvY7,2015-10-15T00:00:00Z,1,3,1444898027552.jpg,2,,,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,03,329,"L07",nf2b6XaXDy3,RVFgvkU7Tw7,,2000-01-01 16:07:00 UTC,2015-09-23,VXXtPYtHb53,2015-09-24,YFPdkT7Y2y8,2016-01-20T00:00:00Z,1,3,1453274872040.jpg,1,10,,,
