"","Field.ID","Field.name","Country","Partner.Organization","longitude","latitude","Landscape..","Household.ID","Data.entry.date","ag2a_vs_2b1","ag2a_vs_2b1_other","ag2a_vs_2b2_1","ag2a_vs_2c","ag2a_vs_2c_other","ag2a_vs_2d1","ag2a_04","ag2a_07","ag2a_08","ag2a_08_other","gps_coords","ag3a_02_1","ag3a_02_2","ag3a_02_2_1","ag2a_09","ag2a_vs_08a","ag2a_vs_8b","ag2a_vs_8c"
"343","M2","Nangbasavale 2","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","LcDR4MVNrw","2014-12-15T00:00:00Z",1,NA,"47","4",NA,NA,3,1,"","","WK741VBEeL6",4,1,2,3.842,"",NA,NA
"344","M3","Ahunyame 2","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","QYtwXPgNBa3","2015-04-15T00:00:00Z",1,NA,"21","1",NA,"21",1,1,"","","CCmgnD3kct7",3,90,1,0.9514,"Paul 3Ebon",NA,NA
"345","M5","Mmaampehia 2","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","LeYiNjAjKi2","2014-09-09T00:00:00Z",1,NA,"45","1",NA,"45",1,NA,"","","",NA,35,1,NA,"",NA,NA
"346","M2","Abiajwaso","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","eze6AQDVxQ4","2014-08-27T00:00:00Z",1,NA,"44","1",NA,"44",1,1,"","","A3P3pPAvxr9",NA,5,1,2.1065,"",NA,NA
"347","M4","Kukuaduri 1","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","ZgVCya2zX73","2015-02-19T00:00:00Z",1,NA,"11","4",NA,NA,4,1,"","","NZZyFKpYYp5",1.4,32,1,4.3,"Banakpe 4kn",NA,NA
"348","M3","Apaaso","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","WgmUQnWemm7","2014-08-24T00:00:00Z",1,NA,"44","1",NA,"44",3,1,"","","h8g8q8zWrB9",1.5,NA,NA,2.673,"",NA,NA
"349","M1","Akwaduo","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","dSafpBy1bV9","2014-09-02T00:00:00Z",1,NA,"71","1",NA,"71",1,1,"","","CzMrcr3Qhi8",NA,5,1,1.5,"",NA,NA
"350","M3","Onweso 1","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","rfcJhQz5u38","2014-09-02T00:00:00Z",1,NA,"21","1",NA,"21",1,2,"1","","",1.5,NA,NA,NA,"",NA,NA
"351","M1","Weyaayo 1","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","BNLAgvK3aCA","2014-12-17T00:00:00Z",1,NA,"24","4",NA,NA,2,2,"1","","",6,60,1,NA,"",NA,NA
"352","M1","Drobem","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","9avkr7kTx68","2015-03-14T00:00:00Z",1,NA,"45","1",NA,"45",6,1,"","","MRN7XNA1Cb7",1.62,45,1,3.5747,"Yakubu 1Nb",NA,NA
"353","M1","Kwayamu","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","TfTiB3qRvU2","2014-09-23T00:00:00Z",1,NA,"11","1",NA,"11",7,1,"","","HLkdiN2vKh3",2,30,1,7.5282,"",NA,NA
"354","M1","Apaaso","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","wbguRJt7c17","2014-09-02T00:00:00Z",1,NA,"44","1",NA,"44",1,1,"","","9Kuxzp87QQ",0.1,30,1,0.7978,"",NA,NA
"355","M2","Kwaemu","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","Kte7LVWAkq7","2014-10-03T00:00:00Z",1,NA,"24","1",NA,"24",8,NA,"","","",NA,2.3,1,NA,"",NA,NA
"356","M2","Bonkokse 2","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","QNH5zfmLt2B","2014-09-09T00:00:00Z",1,NA,"11","1",NA,"11",4,1,"","","kUxh3JGpBZ4",0.95,NA,NA,4.4,"",12,1.2
"357","M2","Garden Eggs Farm","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","ymaHgFS7sD7","2014-09-28T00:00:00Z",1,NA,"94","1",NA,"94",1,1,"","","VypTt5ynir",0.5,NA,NA,1.5451,"",NA,NA
"358","M3","Obom Rd","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","reM7upJxET6","2014-09-13T00:00:00Z",1,NA,"21","1",NA,"21",0,NA,"","","",NA,30,1,NA,"",NA,NA
"359","M4","Huehueso","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","wbguRJt7c17","2014-09-02T00:00:00Z",1,NA,"56","1",NA,"56",5,1,"","","wqoDnEjV9t7",0.5,30,1,1.61181,"",NA,NA
"360","M2","Topiase 2","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","W8ZrkDDq8B","2014-09-12T00:00:00Z",1,NA,"45","1",NA,"45",1,NA,"","","",NA,30,1,NA,"",NA,NA
"361","M3","Base water 2","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","jVAvmnH4bS6","2015-04-15T00:00:00Z",1,NA,"45","1",NA,"45",12,2,"1","","",6,180,1,NA,"",NA,NA
"362","M3","Akoduo 3","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","zebc4qh1zU8","2014-08-29T00:00:00Z",1,NA,"21","1",NA,"21",1,1,"","","gCuekyHq5nA",NA,20,1,1.1587,"",NA,NA
"363","M2","Kwesieto","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","3262VdP66d2","2014-09-14T00:00:00Z",1,NA,"21","1",NA,"21",3,1,"","","VvfwvYBj4t4",NA,15,1,1.6194,"",NA,NA
"364","M5","Surobom2","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","LMzw8JsSze","2014-08-31T00:00:00Z",1,NA,"56","1",NA,"56",0,2,"other","The mountain or hill was too steep to climb","",NA,60,1,NA,"",NA,NA
"365","M3","Ahazule 3","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","LFwa12jnrL2","2015-05-27T00:00:00Z",1,NA,"45","1",NA,"45",3,2,"other","Too bushy","",6.4,90,1,NA,"",NA,NA
"366","M5","Boaman 1","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","rfcJhQz5u38","2014-09-02T00:00:00Z",1,NA,"71","1",NA,"71",1,2,"1","","",2,NA,NA,NA,"",NA,NA
"367","M5","Paaso 5","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","C7yu9JZpZ96","2014-09-28T00:00:00Z",1,NA,"21","1",NA,"21",2,1,"","","VsH9qySbSVA",3.2,40,1,1.6419,"",NA,NA
"368","M4","Sodadem 2","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","WX9WPcwEjJ9","2015-03-29T00:00:00Z",1,NA,"45","1",NA,"45",28,2,"1","","",12.96,240,1,NA,"",NA,NA
"369","M5","Ponponsu","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","2Q7MnSV2oJ5","2014-09-06T00:00:00Z",1,NA,"76","1",NA,"76",NA,2,"other","None","",1,NA,NA,NA,"",NA,NA
"370","M3","Bokna","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","aEPhhDYMsKA","2015-02-12T00:00:00Z",1,NA,"12","4",NA,NA,2,1,"","","EgY5WXE88n9",NA,10,1,2.4,"Atia 3kn",NA,NA
"371","M2","Ahunyame 1","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","QYtwXPgNBa3","2015-04-15T00:00:00Z",1,NA,"45","1",NA,"45",5,1,"","","NkvjdKp9AR4",3,90,1,2.9637,"Paul 2Ebon",NA,NA
"372","M2","Zozee","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","aEPhhDYMsKA","2015-02-12T00:00:00Z",1,NA,"11","4",NA,NA,3,1,"","","rASCsyiScwA",NA,45,1,3.5,"Atia 2kn",NA,NA
"373","M2","Ward 4 -2","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","uF4YRcniT69","2015-04-15T00:00:00Z",1,NA,"71","1",NA,"71",2,1,"","","H4GMkTDZLXA",0.5,15,1,1.6327,"Esther Nb2",NA,NA
"374","M3","Tanoso 2","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","tsyzA3E2k36","2014-08-24T00:00:00Z",1,NA,"11","1",NA,"11",0,1,"","","TtRLPbPfuv4",NA,120,1,1.6,"",NA,NA
"375","M1","Enyoam 1","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","5G241XCT6VA","2014-10-02T00:00:00Z",1,NA,"11","1",NA,"11",3,2,"other","Flooded","",NA,65,1,NA,"",NA,NA
"376","M1","Martey 1","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","uA6dFVY3tr2","2014-09-07T00:00:00Z",1,NA,"56","1",NA,"56",NA,1,"","","SUQWxLKPXnA",NA,NA,NA,1.7,"",NA,NA
"377","M2","Aboasa","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","nYHDrtr9BkA","2014-09-07T00:00:00Z",1,NA,"21","1",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA
"378","M2","Martey 2","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","uA6dFVY3tr2","2014-09-07T00:00:00Z",1,NA,"21","1",NA,"21",NA,1,"","","3k6ABWstrhA",NA,NA,NA,0.4,"",NA,NA
"379","M1","Bende 1","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","o1P6K2wcxu7","2015-05-15T00:00:00Z",1,NA,"56","1",NA,"56",1,1,"","","nC7L8p3f5p8",5.67,NA,NA,2.2149,"",NA,NA
"380","M2","Morkre","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","5xb8kqgFVh9","2015-04-28T00:00:00Z",1,NA,"11","4",NA,NA,2,1,"","","6mVuds8A2u8",NA,40,1,2.5,"Atanga 2kn",NA,NA
"381","M1","Arigu","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","n3hCRp3nTfB","2015-03-10T00:00:00Z",1,NA,"15","4",NA,NA,3,2,"2","","",1,NA,1,NA,"",NA,NA
"382","M4","Nsuduaso 1","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","gRQgL3UsPb6","2014-08-24T00:00:00Z",1,NA,"56","1",NA,"56",0,2,"1","","",NA,30,1,NA,"",NA,NA
"383","M5","Banshama 5","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","MdadqCNEiL","2014-12-31T00:00:00Z",1,NA,"90","4",NA,NA,0,2,"2","","",NA,35,1,NA,"",NA,NA
"384","M1","Ankadne","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","aEPhhDYMsKA","2015-02-12T00:00:00Z",1,NA,"11","4",NA,NA,4,1,"","","wdufjAad5P3",NA,15,1,2.9,"Atia 1kn",NA,NA
"385","M1","Bokru 1","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","9M4qT2DMJj","2014-08-27T00:00:00Z",1,NA,"56","1",NA,"56",5,1,"","","bzs1BWTKUE4",1.5,NA,NA,4.1,"Bokru1",NA,NA
"386","M1","Paaso 1","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","C7yu9JZpZ96","2014-09-28T00:00:00Z",1,NA,"31","1",NA,"31",4,1,"","","qoLyafnW4S2",0.5,10,1,2.4073,"",NA,NA
"387","M8","Pebramuanu 7","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","HYK4pqongQ7","2014-09-19T00:00:00Z",1,NA,"24","1",NA,"24",1,2,"2","","",1,30,1,NA,"",NA,NA
"388","M3","D6","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","4DD1mGbS2b6","2015-05-15T00:00:00Z",1,NA,"21","1",NA,"21",1,1,"","","ak6QKYNgKq7",0.1,NA,NA,0.1906,"",NA,NA
"389","M6","Pebramuanu 5","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","HYK4pqongQ7","2014-09-19T00:00:00Z",1,NA,"100","1",NA,"100",0,2,"2","","",1,30,1,NA,"",NA,NA
"390","M1","Paaso 1","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","GPMVX5tyrx4","2014-09-28T00:00:00Z",1,NA,"24","1",NA,"24",1,1,"","","dqQodhWe8D",1,30,1,1.3064,"",NA,NA
"391","M1","Aboasa","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","LeYiNjAjKi2","2014-09-07T00:00:00Z",1,NA,"21","1",NA,"21",5,1,"","","t46Z5EiLv42",NA,NA,NA,7.4,"",NA,NA
"392","M4","Evila 2","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","uCZDB9k9WmA","2015-04-01T00:00:00Z",1,NA,"56","1",NA,"56",2,1,"","","BsVVWnguY2A",0.81,30,1,1.9941,"Blay 4Sam",NA,NA
"393","M5","Gbanbaani 2","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","MFMymqGXjf8","2014-12-16T00:00:00Z",1,NA,"11","4",NA,NA,6,2,"2","","",10,3,2,NA,"",NA,NA
"394","M4","Pebramuanu 3","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","HYK4pqongQ7","2014-09-19T00:00:00Z",1,NA,"94","1",NA,"94",1,1,"","","JwgogoY2TD5",1,30,1,1.7,"",NA,NA
"395","M2","Navrongo 2","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","zAweUkHmCz8","2015-05-26T00:00:00Z",1,NA,"44","1",NA,"44",7,1,"","","LAAps3uCXPA",8,35,1,4.5651,"Emmanuel 2Nz",NA,NA
"396","M2","Sreni","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","ignYVcEWdh6","2014-09-27T00:00:00Z",1,NA,"24","1",NA,"24",2,1,"","","U5pVNJ2DFTB",1.5,NA,NA,1.1888,"",NA,NA
"397","M1","Gyandakpalaga","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","oJSmP1FYvbB","2015-01-02T00:00:00Z",1,NA,"11","4",NA,NA,3,1,"","","Udb7DyTRESA",2,NA,NA,10.022,"",NA,NA
"398","M2","Forest2","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","Wth4nHzDVc8","2015-01-02T00:00:00Z",1,NA,"11",NA,NA,NA,3,1,"","","2Htm7pRnet8",NA,10,1,6.4622,"",NA,NA
"399","M1","Anwiamu1","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","5JcGGbr2Y88","2014-10-05T00:00:00Z",1,NA,"24","1",NA,"24",3,1,"","","gJBHi2Wdxw7",NA,1,2,1.5262,"",NA,NA
"400","M3","Aboa 1","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","gggGZ6AgZ6A","2015-05-26T00:00:00Z",1,NA,"21","1",NA,"21",1,1,"","","qx1Q7bqVEQB",1,20,1,0.5685,"Thomas 3Ebon",NA,NA
"401","M3","Mainfarm","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","UUj4sWMqYC3","2014-12-29T00:00:00Z",1,NA,"11","4",NA,NA,8,1,"","","wks5NjJnjX",NA,60,1,10.5938,"",NA,NA
"402","M2","Gofar 2","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","Jsv9PkxATh9","2014-09-10T00:00:00Z",1,NA,"11","1",NA,"11",0,2,"2","","",NA,30,1,NA,"",NA,NA
"403","M2","Dabokpani","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","XiQuiDjntD2","2014-12-29T00:00:00Z",1,NA,"43","4",NA,NA,3,1,"","","zMXPgvVCHF",NA,180,1,4.6434,"",NA,NA
"404","M4","Nobi 1","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","4TD5PFFKHJ7","2014-09-13T00:00:00Z",1,NA,"71","1",NA,"71",1,1,"","","hXH9XbiWaZ6",NA,30,1,NA,"",NA,NA
"405","M2","Efikyiri 2","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","GDXUCUdQZB6","2014-09-25T00:00:00Z",1,NA,"94","4",NA,NA,1,1,"","","iUA2nq6qt29",1.5,NA,NA,1.3251,"",NA,NA
"406","M3","Krodadaamu","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","NqtNJxp3qaB","2014-08-28T00:00:00Z",4,NA,NA,"4",NA,NA,1,1,"","","sNUEh6N1iy4",NA,45,1,0.14,"",NA,NA
"407","M3","Yomayomahu","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","XqoC5saQNR5","2014-11-22T00:00:00Z",1,NA,"43","4",NA,NA,4,1,"","","ejUWpdhzfL5",1,10,1,4.1,"",NA,NA
"408","M2","Maize","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","dVULAjf4W89","2015-02-18T00:00:00Z",1,NA,"11",NA,NA,NA,2,2,"1","","",NA,3,2,NA,"",NA,NA
"409","M3","Cassava Farm","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","eaQik5x8C35","2014-09-27T00:00:00Z",1,NA,"21","1",NA,"21",2,2,"1","","",2,NA,NA,NA,"",NA,NA
"410","M4","Sambane","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","go6Ch5Km3k7","2014-12-16T00:00:00Z",1,NA,"47","4",NA,NA,2,2,"2","","",4,3,2,NA,"",NA,NA
"411","M2","Groundnut Farm","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","fkisAfkhBS2","2014-12-29T00:00:00Z",1,NA,"43","4",NA,NA,2,1,"","","BnSYkxaAMp7",NA,5,1,1.122,"",NA,NA
"412","M1","Kpalani","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","go6Ch5Km3k7","2014-12-16T00:00:00Z",1,NA,"11","4",NA,NA,4,1,"","","jr14C6rZps6",1,45,1,3.2772,"",NA,NA
"413","M3","Pepper Farm","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","ymaHgFS7sD7","2014-09-28T00:00:00Z",1,NA,"90","1",NA,"90",1,1,"","","5jG39AHoBE8",1.5,NA,NA,0.7128,"",NA,NA
"414","M3","Diaresori 3","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","arUegScQDF9","2014-12-31T00:00:00Z",1,NA,"47","4",NA,"47",5,1,"","","UsXqYdQvXL4",NA,5,1,3.6,"",NA,NA
"415","M2","Samanu 2","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","UDYnaavH8U3","2015-02-17T00:00:00Z",1,NA,"43","4",NA,NA,1,2,"1","","",NA,60,1,NA,"",NA,NA
"416","M1","Eugene 1","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","K7cFANftUD3","2014-09-07T00:00:00Z",1,NA,"21","1",NA,"21",0,1,"","","CuFzY85BLw9",NA,30,1,0.1,"",NA,NA
"417","M2","Tanoso2","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","AZbZLMWXXU5","2014-09-03T00:00:00Z",1,NA,"45","1",NA,"45",1,2,"1","","",3.5,NA,NA,NA,"",NA,NA
"418","M1","Kwata","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","3262VdP66d2","2014-09-14T00:00:00Z",1,NA,"44","1",NA,"44",10,2,"1","","",NA,60,1,NA,"",NA,NA
"419","M2","Gbanbani 1","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","Ny58V5eghz7","2014-12-29T00:00:00Z",1,NA,"11","4",NA,NA,10,1,"","","VSr4wHbgae7",NA,30,1,13.8616,"",NA,NA
"420","M2","Jachie","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","5rf37agRoT5","2014-08-29T00:00:00Z",1,NA,"56","1",NA,"56",3,1,"","","LzZ7ruhLyP9",NA,30,1,2.6,"",NA,NA
"421","M1","Yam farm","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","bvFDUPT6cv8","2014-09-27T00:00:00Z",1,NA,"24","1",NA,"24",3,2,"1","","",11.2,90,1,NA,"",NA,NA
"422","M6","Kukuo 2","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","BNLAgvK3aCA","2014-12-17T00:00:00Z",1,NA,"100","4",NA,NA,0,1,"","","UA3y539nUe2",4,30,1,0.4734,"",NA,NA
"423","M1","Akwakye","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","GAwYHaSgWn8","2014-09-07T00:00:00Z",1,NA,"44","1",NA,"44",2,2,"2","","",0.5,NA,NA,NA,"",NA,NA
"424","M4","Agyakabu","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","6o1LRkbmmy9","2015-05-21T00:00:00Z",1,NA,"44","1",NA,"44",7,1,"","","xigykcUPfA",2,20,1,8.0594,"Patrick 4Sam",NA,NA
"425","M1","Yam Farm","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","56esinYPtWB","2014-10-03T00:00:00Z",1,NA,"24","1",NA,"24",3,2,"1","","",NA,2,2,NA,"",NA,NA
"426","M1","Guzangu","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","e4zTqWoHTi","2015-03-10T00:00:00Z",1,NA,"11","4",NA,NA,9,1,"","","CubYHEn7VS9",5.6,NA,NA,9.4,"Azortiba 1kn",NA,NA
"427","M1","Abeyiri","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","V42v2Qoi8j3","2015-02-09T00:00:00Z",1,NA,"11","4",NA,NA,7,1,"","","J7ZCRzfADY4",0.002,2,1,7.7,"Sallokn1",NA,NA
"428","M3","Edwkor","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","wGsPM221dM8","2015-03-29T00:00:00Z",1,NA,"45","1",NA,"45",2,2,"1","","",4,90,1,NA,"",NA,NA
"429","M2","Ahazule 2","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","LFwa12jnrL2","2015-05-27T00:00:00Z",1,NA,"45","1",NA,"45",12,1,"","","C2Z3TEFk6R3",6.4,90,1,5.8373,"Francis 2sam",NA,NA
"430","M7","Apaaso 3","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","wtorB9F7hm5","2014-10-04T00:00:00Z",1,NA,"12","1",NA,"12",1,2,"other","Road Flooded","",NA,120,1,NA,"",NA,NA
"431","M3","Nsamankyire","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","wbguRJt7c17","2014-09-02T00:00:00Z",1,NA,"56","1",NA,"56",1,1,"","","sgNFgiLkRm3",0.5,30,1,3.6684,"",NA,NA
"432","M1","Ebolokpole","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","XEA6aofdZo5","2015-03-29T00:00:00Z",1,NA,"57","1",NA,"57",12,1,"","","nQrZCGhUSHB",12,360,1,9.9791,"Stephen 1Az",NA,NA
"433","M1","Bonkokse 1","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","QNH5zfmLt2B","2014-09-09T00:00:00Z",1,NA,NA,NA,NA,NA,6,1,"","","od8XD6YTu94",0.9,NA,NA,6.1,"",12,1.2
"434","M4","Yogbaa","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","arUegScQDF9","2014-12-31T00:00:00Z",1,NA,"12","4",NA,NA,3,1,"","","SJaYgtZwk13",NA,10,1,3.9624,"",NA,NA
"435","M1","Namba Ala 1","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","h9yzMoqrEr7","2014-12-17T00:00:00Z",1,NA,"11","4",NA,NA,3,1,"","","7Z5N8evUqY4",3,90,1,4.3483,"",NA,NA
"436","M3","Kwanfuom","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","2w6GUTeKDd","2014-09-28T00:00:00Z",1,NA,"24","1",NA,"24",1,2,"other","Flooded","",3.2,40,1,NA,"",NA,NA
"437","M2","Ndoda Kofe 2","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","eYyzj3xgGn8","2014-09-08T00:00:00Z",1,NA,"21","1",NA,"21",2,2,"1","","",NA,72,1,NA,"",NA,NA
"438","M1","Zooripuu","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","dQNLmp8vbx7","2015-02-23T00:00:00Z",4,NA,NA,"4",NA,NA,3,1,"","","WsxM65Hb9f5",2,60,1,NA,"",NA,NA
"439","M6","Kukuaduri2","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","ZgVCya2zX73","2015-02-19T00:00:00Z",1,NA,"31","4",NA,NA,1,1,"","","sTJwo3NqrZ",1.4,32,1,1.4,"Banakpe 6kn",NA,NA
"440","M2","Millet farm","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","Xg5bY5Ztxx2","2015-02-17T00:00:00Z",1,NA,"14","4",NA,NA,2,1,"","","Yf2stbSPag9",0.02,NA,NA,2.3,"Salifu 2kn",NA,NA
"441","M5","Moanori 2","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","ZgVCya2zX73","2015-02-19T00:00:00Z",4,NA,NA,"1",NA,"26",1,1,"","","V2FKvjRiL27",1.62,35,1,1,"Banakpe 5kn",NA,NA
"442","M2","Maize farm","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","qqEgat4rGk9","2015-02-16T00:00:00Z",1,NA,"11","4",NA,NA,3,1,"","","3v6GZyEhr2A",NA,3,1,2.8,"Sekondey 2kn",NA,NA
