Field ID,Field name,Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,ag2a_vs_2b1,ag2a_vs_2b1_other,ag2a_vs_2b2_1,ag2a_vs_2c,ag2a_vs_2c_other,ag2a_vs_2d1,ag2a_04,ag2a_07,ag2a_08,ag2a_08_other,gps_coords,ag3a_02_1,ag3a_02_2,ag3a_02_2_1,ag2a_09,ag2a_vs_08a,ag2a_vs_8b,ag2a_vs_8c
M2,Bondeni,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",2tg6ar7zuS5,2015-09-13T00:00:00Z,4,,,4,,,1,1,,,h9jGpSFw9o4,2.2,40.0,1,1.1,M2 YASINI,281,1.0
M1,Kisale,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",dyd2EZBuR66,2014-08-14T00:00:00Z,1,,11,4,,,2,1,,,ksiVGmdT7k,3.4,34.0,1,2.0,M1 Bandamo,380,1.0
M1,Shamba la Nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",kRcrpHwnrk4,2014-08-12T00:00:00Z,1,,11,4,,,1,1,,,oxyS7JndGj3,0.001,1.0,1,1.0,M1-Bembe,266,1.0
M3,Mkanambe,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",uDCakBEm7VB,2014-09-30T00:00:00Z,1,,12,4,,,3,1,,,gGJQvu5Ca7,1.7,20.0,1,1.5,M3-maige,360,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",i2ZRSY65p48,2015-08-10T00:00:00Z,1,,21,4,,,2,1,,,uyKdzH5NQL9,0.0,0.0,1,1.1,M1 HAROUB,300,1.0
M2,Kinamwanga,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",Goj6tydZtp2,2014-12-27T00:00:00Z,1,,11,4,,,3,1,,,jzNuZTXYwX5,2.0,30.0,1,2.3,M2 HATIBU,415,1.0
M2,Ng'ambo,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",QuoaS1YaSX9,2015-08-31T00:00:00Z,1,,11,4,,,4,1,,,HojByESHW8A,0.6,10.0,1,1.2,M2 MARTIN,275,1.0
M2,Nyumbani,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",6vK31iR7nAA,2015-09-09T00:00:00Z,1,,42,4,,,2,1,,,fgj3VBCekkA,0.02,2.0,1,0.8,M2 MWANA,288,1.0
M1,Mapetu 1,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",RnWd36XhwD2,2015-08-07T00:00:00Z,1,,11,4,,,1,1,,,ZQmuc6TvCj3,7.5,3.0,2,1.0,M1-haule,0,0.0
M2,Idimilichuma,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",VpdWTmuL8k8,2014-08-13T00:00:00Z,1,,11,4,,,2,1,,,LiCS59dt8q9,2.0,20.0,1,1.6,M2 Ndenga,356,1.0
M2,Shamba la juu,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",EnufChhcvN6,2015-01-14T00:00:00Z,2,,,4,,,1,1,,,as3C5rdHxX7,0.3,3.0,1,0.7,M2 PILIPILI,228,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",qBummgzDBd8,2014-08-12T00:00:00Z,1,,11,4,,,2,1,,,UmerkYgkQ74,0.2,2.0,1,3.2,M1 Mkalala,499,1.0
M1,Mgambalenga,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ayZb55CgmK4,2014-08-14T00:00:00Z,2,,,2,,,8,1,,,96dZf41dHC5,3.0,30.0,1,7.6,M1 Leteo,757,1.0
M2,Kware nje,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",UDim1j4z9K9,2014-08-13T00:00:00Z,1,,26,4,,26,0,1,,,ypqFjojB4W3,1.2,12.0,1,0.3,M2 Justine,151,1.0
M2,Bondeni,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",nD93MDvRgs2,2015-08-05T00:00:00Z,1,,12,4,,,1,1,,,am7bxAjU2N5,2.0,18.0,1,1.0,M2-matimba,0,0.0
M2,Shamba la bondeni,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",Br9y98ZGdk8,2014-08-13T00:00:00Z,1,,22,4,,,1,1,,,fzCXiQW5J86,4.0,40.0,1,0.6,M2 Chonya,266,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",HWkzcSXQNG2,2014-08-12T00:00:00Z,1,,11,4,,,1,1,,,3gBiNNPHEC4,0.2,3.0,1,1.5,M1-salima,320,1.0
M2,Nyumbani 2,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",McAcYh2ZV69,2014-12-10T00:00:00Z,1,,11,4,,,1,1,,,pWUMiUN2SDB,0.002,0.0,1,0.6,M2-musa,2362,1.0
M1,Shamba la Nyumbani,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",m2R4hghXWD6,2014-08-11T00:00:00Z,1,,12,4,,,1,1,,,zzj2gLXuQK3,0.0,1.0,1,1.4,M1 Azama,413,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",gUGmee9jeJA,2015-08-30T00:00:00Z,1,,11,4,,,2,1,,,ebV4awq3sf5,0.0,0.0,1,2.0,M1 LUGANGA,403,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",WvS53Ci87D3,2015-08-29T00:00:00Z,1,,11,4,,,2,1,,,Cxbx1YTQdhA,0.01,0.0,1,2.9,M1 MLIGO,489,1.0
M1,Ujamaa,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",6gioKTgu1a9,2014-08-12T00:00:00Z,1,,11,4,,,1,1,,,8WuQbbh36f7,1.9,45.0,1,2.39,M1-mtikile,418,1.0
M2,Bondeni,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fxSB64jdaSA,2015-08-08T00:00:00Z,1,,12,4,,,1,1,,,Kvpb9BYy3WB,0.9,11.0,1,2.3,M2-matimbwa,0,0.0
M3,Mambini,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",41YTq8opiW8,2014-12-24T00:00:00Z,1,,16,4,,,4,1,,,JEREcPWj3d7,2.3,34.0,1,4.5,M3 DAMIANI,759,1.0
M2,Nyumbani 2,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",8RDtceCXmi7,2014-12-09T00:00:00Z,1,,11,1,,11,0,1,,,y9QwW8yzx7B,0.001,0.033,1,1.6,M2-tobias,6586,1.0
M1,Juu,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",UGrmX3B1xb7,2015-08-30T00:00:00Z,1,,11,4,,,1,1,,,MEUgMUu4pg3,0.8,7.0,1,1.6,M1 MUHAGAMA,366,1.0
M1,Bondeni 2,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",yku5wXeXnu9,2015-08-08T00:00:00Z,1,,11,1,,11,2,1,,,kK8VP1vDZU6,3.0,50.0,1,2.4,M2-magulu,0,0.0
M2,Mapetu 2,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",RnWd36XhwD2,2015-08-07T00:00:00Z,1,,11,4,,,1,1,,,9iYodDzywq2,7.6,3.0,2,1.0,M2-haule,0,0.0
M1,Bondeni 1,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",e7KZhetzbx,2014-12-18T00:00:00Z,1,,16,4,,,5,1,,,R6SvCNVFXk6,1.65,2.0,1,5.1,M1-Edmen,20690,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",2tg6ar7zuS5,2015-09-13T00:00:00Z,1,,12,4,,,2,1,,,DFkUcijVdr4,0.0,0.0,1,1.5,M1 YASINI,423,1.0
M1,Shamba la mtoni,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",VxhDa2qgmM7,2014-09-27T00:00:00Z,1,,12,4,,,2,1,,,MMo4YTNVtX9,2.3,23.0,1,1.9,M1 THABIT,476,1.0
M1,Bondeni,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",41YTq8opiW8,2014-12-24T00:00:00Z,1,,11,4,,,1,1,,,yrgomZVryy2,2.0,30.0,1,1.1,M1 DAMIANI,396,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fxSB64jdaSA,2015-08-10T00:00:00Z,1,,21,4,,,2,1,,,BuFrUQWUMN,0.0,0.0,1,0.7,M1-matimbwa,0,0.0
M1,Shamba la Nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",SGWnjCX1hJ3,2014-08-12T00:00:00Z,1,,11,4,,,3,1,,,6Kpt2dmjV12,0.0,1.0,1,2.6,M1-Nyakunga,437,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",LmNxHx7ukq2,2014-08-13T00:00:00Z,1,,11,4,,,1,1,,,QvGamkqnFq,0.1,1.0,1,0.8,M1 Pelesi,220,1.0
M2,Bondeni 2,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",e7KZhetzbx,2014-12-18T00:00:00Z,1,,11,4,,,2,1,,,RfHAVRPMpf,1.6,19.0,1,2.4,M2-Edmen,9598,1.0
M2,Bondeni,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",T5DZd2AUTX7,2015-08-14T00:00:00Z,1,,11,1,,11,2,1,,,c36ZG5LbHz5,2.8,1.0,1,1.1,M2-kinjombi,0,0.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",bbQXrXaEo96,2014-08-13T00:00:00Z,1,,11,4,,,0,1,,,gtBCTkhDfV6,0.0,0.0,1,0.6,M1 Mtweve,277,1.0
M2,Barabarani,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",5R7zjWiS4o,2014-12-24T00:00:00Z,1,,16,4,,,3,1,,,AX9kjbTKcs5,2.9,1.0,2,3.3,M2 NESTORY,478,1.0
M1,Pakula,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KyapRja3Pi6,2014-12-28T00:00:00Z,1,,11,4,,,1,1,,,W76HPuREqW8,7.0,90.0,1,1.5,M1 FILBET,492,1.0
M1,Nyumbani 1,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",utcTs5LcPQ7,2014-12-10T00:00:00Z,4,,,4,,,2,1,,,5j7quVDQvH6,0.001,0.0,1,3.2,M1-milambo,12908,1.0
M2,Ihaki A,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",6gioKTgu1a9,2014-08-12T00:00:00Z,1,,11,1,,11,0,1,,,A6oRQU8dGb4,0.3,21.0,1,0.16,M2-mtikile,94,1.0
M3,Ibumila 3,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",mZbBzdZE8P5,2014-10-07T00:00:00Z,1,,11,4,,,3,1,,,yHKqQgmoco7,1.2,12.0,1,7.9,M3-msaila,824,1.0
M1,Mlimani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",nEEs7UdXKf6,2015-08-08T00:00:00Z,1,,11,4,,,1,1,,,ZyswUTMbU86,3.0,3.0,2,2.0,M1-mdege,0,0.0
M3,Bondeni 3,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",e7KZhetzbx,2014-12-18T00:00:00Z,1,,11,4,,,3,1,,,gawhnDr2au4,1.75,25.0,1,2.4,M3-Edmen,9856,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",2tw7sF6jPB4,2015-08-31T00:00:00Z,1,,11,4,,,1,1,,,Y9YJXpL527A,0.0,0.0,1,0.9,M1 AFRED,258,1.0
M1,Mtoni,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",rai72yodTZ7,2014-12-24T00:00:00Z,1,,11,4,,,0,1,,,A6Fb9tasA95,2.0,25.0,1,0.4,M1 ISAYA,186,1.0
M1,Mkwasu,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fss8vTYFEz2,2015-09-13T00:00:00Z,1,,42,4,,,2,1,,,Q1DY4Ci5Ww,0.9,15.0,1,3.1,M1 UWESU,481,1.0
M2,Shamba la bondeni,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",nZ3uwA7syq7,2014-08-12T00:00:00Z,1,,11,4,,,1,1,,,Q5KjLJBApe,0.3,3.0,1,2.4,M1 Paulo,403,1.0
M2,Karibu na mto,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",41YTq8opiW8,2014-12-24T00:00:00Z,1,,31,4,,,3,1,,,3dq1hJJkm62,2.0,30.0,1,3.1,M2 DAMIANI,497,1.0
M4,Pembeni,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",2tg6ar7zuS5,2015-09-13T00:00:00Z,4,,,4,,,0,1,,,8wXbSUon1M9,6.2,2.0,2,0.9,M4 YASINI,373,1.0
M1,Mtemikwila,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",teFJypg3MU7,2014-08-11T00:00:00Z,1,,12,4,,,4,1,,,5pRE37dD3y7,2.16,45.0,1,3.9,M1 Mapunda,508,1.0
M1,Ng'ambo,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",hwqvpwm7Wz7,2014-12-24T00:00:00Z,1,,11,4,,,2,1,,,eGVSaYZbgx8,0.9,18.0,1,1.0,M1 KIBONA,445,1.0
M2,Lyangadupa,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,1,,12,4,,,6,1,,,79jW5EmVWk9,6.0,1.5,2,7.6,M2 PAWA,912,1.0
M1,Juu,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",NNkYVQpfzGB,2014-12-24T00:00:00Z,4,,,4,,,1,1,,,kM49k1nZxn4,0.0,0.0,1,3.1,M1 NKIMBILI,527,1.0
M1,Nyumbani 1,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",yLS96zjnvX6,2014-12-18T00:00:00Z,1,,11,4,,,4,1,,,kk9YxtuWFA6,0.002,0.0,1,4.0,M1-sossy,16309,1.0
M2,Ngalawale,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",3bdaYKw2CU5,2015-09-13T00:00:00Z,1,,11,4,,,4,1,,,GTxBvy678a2,10.38,4.0,2,3.6,M2 MESHAKI,640,1.0
M1,Bondeni,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",41YTq8opiW8,2015-04-14T00:00:00Z,1,,11,4,,,1,1,,,yrgomZVryy2,2.0,30.0,1,1.1,M1 DAMIAN,396,1.0
M2,Mdonga,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",2tw7sF6jPB4,2015-08-31T00:00:00Z,1,,11,4,,,1,1,,,FDaVA3TQyU6,3.0,55.0,1,4.9,M2 ALFRED,812,1.0
M1,Bondeni,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",mzUJUxpe7c4,2015-08-11T00:00:00Z,1,,11,1,,11,0,2,other,Flooding,,1.2,19.0,1,0.0,0,0,0.0
M2,Shamba la Rwato,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",gULVGjZq1b6,2014-08-12T00:00:00Z,1,,11,4,,,4,1,,,gBhvDxjdsf9,1.3,20.0,1,2.9,M2-chanyema,603,1.0
M1,Shamba la Bondeni,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",fUSEvjoZCe,2014-08-11T00:00:00Z,1,,12,4,,,8,1,,,qfGTZwWakQ7,8.0,80.0,2,6.9,M1 Lutumo,832,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",BXfxdbawNd8,2015-08-29T00:00:00Z,1,,11,4,,,1,1,,,WRX9gKZoEk8,0.3,3.0,1,1.3,M1 NJELEKELA,336,1.0
M2,Uyeule,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",iRjEJTUQTW4,2014-09-27T00:00:00Z,1,,11,4,,,2,1,,,aRnpA9q9uw7,0.2,3.0,1,1.6,M2-Mtemi,368,1.0
M1,Nyumbani 1,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",vCAfAwy9KTA,2014-12-09T00:00:00Z,1,,11,4,,,4,1,,,dgn4yzhV5JB,0.3,5.0,1,1.9,M1-sichone,7594,1.0
M1,Kuchi,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",Zzj5HfKc4d3,2015-08-08T00:00:00Z,1,,21,4,,,1,1,,,QTv7MZ4Wd8A,0.9,15.0,1,1.5,M1-Ngakonda,0,0.0
M1,Njacha,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",73M3dsnzvJ7,2015-08-10T00:00:00Z,1,,12,4,,,1,1,,,C3p4jgrZE28,2.0,20.0,1,1.9,M1-hemed,0,0.0
M1,Mgambalenga,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",6s9v6agXWi3,2014-08-13T00:00:00Z,1,,26,4,,,0,1,,,d4kvVgnuZx3,6.0,1.0,2,0.6,M1 Albina,201,1.0
M2,Shamba la Videnge,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",KeAxwek3yC4,2014-08-11T00:00:00Z,4,,,4,,,1,1,,,6NSbjbsD2d3,2.2,22.0,1,1.2,M2-hilda,289,1.0
M3,Nyumbani 3,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",utcTs5LcPQ7,2014-12-10T00:00:00Z,1,,11,4,,,4,1,,,Ei7ZwmaMDk6,1.5,15.0,1,4.3,M3-milambo,17561,1.0
M2,Nyumbani,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",Qapm2uWHFt5,2015-09-09T00:00:00Z,1,,21,4,,,0,1,,,CFGXjf6xrz4,0.0,0.0,1,1.0,M2 BAKARI,340,1.0
M3,Bondeni,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",piP7A67YkU7,2015-08-31T00:00:00Z,4,,,4,,,1,1,,,oeKAAioTFoA,0.7,14.0,1,1.1,M3 MARIA,281,1.0
M1,Mkwasu,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",6vK31iR7nAA,2015-09-09T00:00:00Z,1,,12,4,,,1,1,,,gmEWd7nHXNA,1.5,20.0,1,1.1,M1 MWANA,290,1.0
M1,Nyumbani 1,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",JdnGCqPhcWB,2014-12-09T00:00:00Z,1,,11,4,,,0,1,,,fKTg66pG7e2,0.002,0.005,1,0.9,M1-msanga,3443,1.0
M2,Bondeni,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",hfEUg9n1AW4,2014-12-28T00:00:00Z,1,,16,4,,,1,1,,,jBWvbB3Fyt4,2.1,30.0,1,2.0,M2 JAMESI,376,1.0
M1,Nako,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",XaYWTVN67N4,2014-12-28T00:00:00Z,1,,31,4,,,8,1,,,FtDUXZ6QK46,1.8,23.0,1,13.6,M1 UPONA,1300,1.0
M3,Shamba la Videnge,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",zddQBRJke87,2014-08-11T00:00:00Z,1,,12,4,,,4,1,,,DXQ8nGxNpv,9.0,90.0,1,19.6,M3-Abakuki,1740,1.0
M2,Lwato,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",Rmvq4s33Ev8,2014-08-12T00:00:00Z,4,,,4,,,39,1,,,1uQKDsw6Uk,4.0,1.0,2,38.0,M2-lutumo,18900,1.0
M1,Bondeni,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",TzXCuVJ5tP5,2015-01-14T00:00:00Z,1,,11,4,,,3,1,,,jMWQa1FxGV3,0.11,1.1,,3.0,M1 LUWAHI,495,1.0
M4,Ihaki B,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",6gioKTgu1a9,2014-08-12T00:00:00Z,1,,11,4,,,0,1,,,DTtmR4yFq17,0.35,21.0,1,0.12,M4-mtikile,83,1.0
M3,Magereza,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",aFuKnt435e8,2014-08-12T00:00:00Z,1,,12,4,,,5,1,,,gQUjqKEFz43,1.5,15.0,1,5.9,M3 Lyambilwa,686,1.0
M1,Nyumbani 1,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",ZaEAz3d3Dr6,2014-12-10T00:00:00Z,1,,11,4,,,1,1,,,k2wHjbPE2F,0.001,0.001,1,1.2,M1-katonkola,4687,1.0
M1,Shamba la Ilole,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",5xjULrvkzz3,2014-08-12T00:00:00Z,1,,11,1,,26,0,1,,,yTp4HdKax4A,1.2,30.0,1,0.3,M1-mtengwa,150,1.0
M1,Shamba la nyumbani,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",j5dyUZUjo25,2014-08-12T00:00:00Z,1,,11,4,,,1,1,,,q2mXTPfGmj2,0.0,0.0,1,1.9,M1-leonara,393,1.0
M3,Idimilichuma,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",6gioKTgu1a9,2014-08-12T00:00:00Z,1,,11,4,,,0,1,,,uptzWiAJ4D6,1.4,55.0,1,1.31,M3-mtikile,294,1.0
M3,Nyumbani 2,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",ywS4MJJe4cB,2015-08-05T00:00:00Z,1,,60,1,,60,1,1,,,4RSeuQfXXv6,0.05,0.0,1,1.1,M3-mgaya,0,0.0
M3,Nyumbani 3,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",yLS96zjnvX6,2014-12-18T00:00:00Z,1,,11,1,,11,1,1,,,R8NxQ6EdpN3,0.002,0.0,1,2.6,M3-sossy,10358,1.0
M2,Karibu na mto,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",41YTq8opiW8,2015-04-14T00:00:00Z,1,,31,4,,,3,1,,,3dq1hJJkm62,2.0,30.0,1,3.1,M2 DAMIAN,497,1.0
M1,Nyumbani 1,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",uDCakBEm7VB,2014-09-30T00:00:00Z,1,,11,4,,,12,1,,,WFUgBFtUZTB,0.1,1.0,1,16.8,M1-maige,1090,1.0
M1,Shamba la nyumbani,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",aFuKnt435e8,2014-08-12T00:00:00Z,1,,12,4,,,0,1,,,FC1rFHSfr55,0.0,0.0,1,0.7,M1 Lyambilwa,202,1.0
M1,Nyumbani 1,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",McAcYh2ZV69,2014-12-10T00:00:00Z,1,,15,4,,,1,1,,,H65Bihs8uV7,0.003,0.0,1,2.6,M1-musa,10674,1.0
M3,Matingini Chini,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fss8vTYFEz2,2015-09-13T00:00:00Z,1,,11,4,,,0,1,,,NKzsiYazYB5,1.0,15.0,1,0.3,M3 UWESU,139,1.0
M1,Shamba la Magereza,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",KeAxwek3yC4,2014-08-11T00:00:00Z,1,,12,4,,,1,1,,,HnACSpwaxW3,1.5,15.0,1,1.2,M1-hilda,321,1.0
M1,Shamba la Ngambo,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",PrddN7Eh7v3,2014-09-23T00:00:00Z,1,,11,4,,,2,1,,,c79Sn76Zcq7,1.0,30.0,1,1.5,M1-funjila,340,1.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",EhEwHyqcgE7,2014-12-18T00:00:00Z,1,,11,4,,,0,1,,,3Kmt6KgD832,0.0,0.0,1,0.5,M1 NJAJULE,204,1.0
M2,Kibandani,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",BP6YrbuDcL,2015-09-13T00:00:00Z,1,,21,4,,,1,1,,,X5ADk8amuCA,0.4,7.0,1,1.1,M2 MASELA,299,1.0
M2,Yangadupa,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",pxqThuNPrG,2014-10-03T00:00:00Z,1,,11,4,,,5,1,,,XuCnauxRmq,0.8,4.0,1,5.6,M2-Ngege,647,1.0
M4,Nyumbani 3,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",ywS4MJJe4cB,2015-08-05T00:00:00Z,1,,11,4,,,0,1,,,BYVMoCqjAz6,0.01,0.0,1,0.2,M4-mgaya,0,0.0
M1,Nyumbani,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",znifEwvA5C4,2014-12-11T00:00:00Z,1,,11,4,,,7,1,,,rxdTem4H6X8,0.0,0.0,1,23.0,M1-mohamed,1510,1.0
M3,Bondeni,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",x3YWH9QUug,2014-12-10T00:00:00Z,1,,11,4,,,4,1,,,fkANmQjrf6A,2.0,0.0,1,5.2,M3-disa,924,1.0
M3,Mlangwa nne Juu,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",VxhDa2qgmM7,2014-09-27T00:00:00Z,1,,11,4,,,2,1,,,nohSPhUgBc7,4.5,45.0,1,2.0,M3 THABIT,376,1.0
M4,Nyaluanga,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",VxhDa2qgmM7,2014-09-27T00:00:00Z,1,,12,4,,,2,1,,,HeEFSpLvMQ6,6.0,1.0,2,2.2,M4 THABIT,498,1.0
M2,Block Farm,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",uz81YWocVs7,2014-09-29T00:00:00Z,1,,11,4,,,2,1,,,keFxky5Esk,0.7,10.0,1,2.7,M2-muhaki,418,1.0
M2,Kwalibwe,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",5oGmpb8QJLA,2015-09-09T00:00:00Z,1,,12,4,,,2,1,,,Y7AwTgjnyt8,2.2,40.0,1,2.0,M2 SEIF,418,1.0
