Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Crop type,Field ID,Field name,Crop ID,Crop name,ag6a_02,ag6a_05,ag6a_08_1,ag6a_08_2,ag6a_vs_09
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",cQsxahQ8sm8,2016-08-25T00:00:00Z,fruit,M2,MAIZE,73,Mango,1,1,50.0,1,1000.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",e2RyT8u9Vs5,2015-12-03T00:00:00Z,fruit,M1,MAIZE,72,Avocado,2,1,0.0,,0.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",8rMnuSjsKfA,2016-08-23T00:00:00Z,fruit,M2,BEANS2,72,Avocado,4,1,0.0,,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",2tfKupRSSR9,2016-07-14T00:00:00Z,permanent,M2,CASSAVA,304,Timber,1,1,0.0,,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",s754vJkGDg2,2016-07-15T00:00:00Z,fruit,M1,I.POTATO,76,Orange,2,1,0.0,,
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",voQqwNL5SR4,2016-03-03T00:00:00Z,fruit,M2,IRISHP2,81,Blood fruit,20,1,30.0,1,30000.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",HbRbhAKMLv3,2015-10-09T00:00:00Z,fruit,M1,BANANA,71b,Banana Beer,200,1,4000.0,1,160000.0
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",EJpjhf8ixG7,2016-02-13T00:00:00Z,fruit,M1,MAIZE,81,Blood fruit,14,1,0.0,,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",tU6yMt3dHA3,2016-08-09T00:00:00Z,fruit,M2,BANANA,73,Mango,1,1,10.0,1,2000.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",AvkkCXoYrg8,2016-10-16T00:00:00Z,fruit,M1,BANANA,71b,Banana Beer,40,1,100.0,2,25000.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",yyXhtLq72C2,2016-08-18T00:00:00Z,fruit,M1,BEANS,72,Avocado,3,1,10.0,1,5000.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",WVpeXYVGNq8,2016-08-15T00:00:00Z,fruit,M1,BEANS,73,Mango,1,1,100.0,1,10000.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",UVBzkFMeZz9,2016-07-25T00:00:00Z,fruit,M2,BEANS,73,Mango,1,1,7.0,1,1400.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",3aT11RTk4H8,2016-08-20T00:00:00Z,permanent,M1,BEANS,304,Timber,3,1,0.0,,0.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",Mq9anduKdR9,2016-05-17T00:00:00Z,fruit,M1,FRUIT,72,Avocado,3,1,,,
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",yaHQ7ni6ar4,2016-10-13T00:00:00Z,fruit,M2,CASSAVA,71a,Banana Food,,,,,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",vvZZdLufJK3,2016-07-19T00:00:00Z,fruit,M1,BEANS,71a,Banana Food,12,1,20.0,1,2500.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",R9DTr4peJNA,2015-11-04T00:00:00Z,fruit,M1,BANANA,71a,Banana Food,120,1,1500.0,1,50000.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",H4YdiXt5cz3,2015-11-05T00:00:00Z,permanent,M4,COFFEE,54,Coffee,210,2,30.0,1,3000.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",NqznyHy6N16,2016-08-10T00:00:00Z,fruit,M2,SORGHUM,73,Mango,1,1,5.0,1,1500.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",nkZFomM6JN2,2016-08-11T00:00:00Z,fruit,M3,BEANS,73,Mango,1,1,0.0,,
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",nUikVE2njA5,2016-02-17T00:00:00Z,permanent,M1,MAIZE,302,Bamboo,50,1,0.0,,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",eSXVTUZDKD3,2016-07-21T00:00:00Z,fruit,M1,MAIZE,73,Mango,5,1,400.0,1,40000.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",V6SdSqrYbJ7,2016-07-29T00:00:00Z,fruit,M1,BEANS,76,Orange,1,1,0.0,,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",MScBRdzkSi4,2016-08-17T00:00:00Z,permanent,M1,SORGHUM,304,Timber,1,1,0.0,,0.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",xAHNqyKKrL4,2016-05-24T00:00:00Z,fruit,M1,IRISH,81,Blood fruit,14,1,0.0,,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",kwtgXoW7Ei8,2016-07-20T00:00:00Z,fruit,M1,MAIZE,74,Papaw,1,1,0.0,,
