Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Field ID,Field name,ag10_vs_1,ag10_vs_2,ag10_vs_2_1,ag10_vs_2_2,ag10_vs_2_3,ag10_vs_2_4,ag10_vs_2_5,ag10_vs_2_6,ag10_vs_2_7,ag10_vs_2_8,ag10_vs_2_9,ag10_vs_2_50,ag10_vs_2_51,ag10_vs_2_other,ag10_vs_3,ag10_vs_3_other
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UBoKCmEGFXB,2016-04-05T00:00:00Z,M5,Kagwejeka,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",CW2n61MumoA,2016-04-03T00:00:00Z,M3,Mumatongo,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",CR6uc2DJjF2,2016-07-23T00:00:00Z,M4,Yombe Anvu 1,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",9iKLxLjVu77,2016-04-10T00:00:00Z,M2,Mulkizi,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",4MTsyUHiaX4,2016-04-14T00:00:00Z,M1,Mukika,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",c8oh3AnL1P,2015-11-21T00:00:00Z,M2,Bunatimbi,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",D3k4R1hEUdA,2016-01-06T00:00:00Z,M1,Namako,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",hiJdT15von9,2015-11-20T00:00:00Z,M3,Manafwa garden,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",GuUwLgiijo2,2015-10-16T00:00:00Z,M1,Waka,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",43ozar7mLV6,2016-01-27T00:00:00Z,M1,Emanju,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",J4NQk5mWMXA,2016-02-07T00:00:00Z,M3,Vosto,2,,,,,,,,,,,,,,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",5a2WfRTPWS2,2016-01-13T00:00:00Z,M3,Kiiti,2,,,,,,,,,,,,,,,
