Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Season,Crop ID,Crop name,ag5a_01,ag5a_02_1,ag5a_02_2,ag5a_03,ag5a_12_1,ag5a_20,ag5a_21,ag5a_21_other,ag5a_22,ag5a_24,ag5a_24_other,ag5a_25,ag5a_26
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",JsGWt7k9dz2,2015-04-27T00:00:00Z,short_rainy,90,,1,7.0,,140.0,2014-02-01,1,2,,1,1,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",jCvYgt72fP4,2014-09-12T00:00:00Z,long_rainy,44,Palm Oil,1,600.0,,900.0,2013-05-01,2,,,,1,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",YqAFB2BMNLB,2014-09-28T00:00:00Z,short_rainy,11,,1,4800.0,,3200.0,2013-12-01,1,2,,1,2,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",2Q7MnSV2oJ5,2014-09-06T00:00:00Z,long_rainy,24,Yams,1,7000.0,,490.0,2014-05-01,1,1,,1,2,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",W8ZrkDDq8B,2014-09-12T00:00:00Z,short_rainy,44,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",Kte7LVWAkq7,2014-10-03T00:00:00Z,long_rainy,24,Yams,2,,,,,2,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",Ta22RrxG4KB,2014-09-10T00:00:00Z,long_rainy,21,Cassava,2,,,,,2,,,,1,,,
GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",QYtwXPgNBa3,2015-04-15T00:00:00Z,long_rainy,44,Palm Oil,1,110.0,,100.0,2014-05-01,1,5,,8,2,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",uVDhbqsgm8B,2014-09-08T00:00:00Z,long_rainy,21,Cassava,2,,,,,2,,,,2,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",2w6GUTeKDd,2014-09-28T00:00:00Z,long_rainy,24,Yams,1,200.0,,100.0,2013-09-01,2,,,,2,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",tsyzA3E2k36,2014-08-24T00:00:00Z,short_rainy,11,,1,180.0,,560.0,2013-10-01,2,,,,2,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",eaQik5x8C35,2014-09-27T00:00:00Z,short_rainy,12,,,,,,,,,,,,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",dVULAjf4W89,2015-02-18T00:00:00Z,long_rainy,14,Bulrush Millet,2,,,,,2,,,,2,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",FcfWcnPR1A6,2015-02-16T00:00:00Z,long_rainy,14,Bulrush Millet,1,0.5,,60.0,2014-02-01,2,,,,2,,,
GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",wbguRJt7c17,2014-09-02T00:00:00Z,long_rainy,56,Cocoa,1,192.0,,636.0,2013-10-01,2,,,,2,,,
GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",sSK4YGpVFE3,2015-01-02T00:00:00Z,long_rainy,47,Soyabeans,2,,,,,1,other,Burst,1,2,,,
