"","Country","Partner.Organization","longitude","latitude","Landscape..","Household.ID","Data.entry.date","Livestock.code","Animal.name","ag10a_05_1","ag10a_05_2","ag10a_05_3","ag10a_19","ag10a_20","ag10a_21","ag10a_24","ag10a_25","ag10a_26","ag10a_27","ag10a_33","ag10a_34","ag10a_vs_01","ag10a_vs_02","ag10a_vs_03","ag10a_vs_04"
"870","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","Vuke4bM37hA","2014-12-18T00:00:00Z","10","CHICKENS",10,0,NA,1,6,48000,1,2,0,NA,2,NA,NA,NA,NA,NA
"871","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","utcTs5LcPQ7","2014-12-10T00:00:00Z","3","STEERS",4,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"872","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","XaYWTVN67N4","2014-12-28T00:00:00Z","5","MALE CALVES",10,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"873","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","sAJq9uruKa3","2014-08-11T00:00:00Z","2","COWS",2,0,0,1,1,2e+05,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"874","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","fMF9APviXm9","2015-08-11T00:00:00Z","9","PIGS",NA,2,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,5,4,2
"875","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","QnVf7PaErv","2014-08-12T00:00:00Z","10","CHICKENS",18,0,NA,2,NA,NA,1,2,0,NA,2,NA,NA,NA,NA,NA
"876","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","wtdrsEsEBX2","2014-09-28T00:00:00Z","5","MALE CALVES",4,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"877","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","ZAZu9eYNzaA","2014-12-28T00:00:00Z","5","MALE CALVES",2,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"878","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","ZAZu9eYNzaA","2014-12-28T00:00:00Z","2","COWS",1,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"879","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","wtdrsEsEBX2","2014-09-28T00:00:00Z","7","GOATS",6,NA,0,2,NA,NA,1,1,0,NA,2,NA,NA,NA,NA,NA
"880","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","XDQ9iJinQy9","2014-08-11T00:00:00Z","10","CHICKENS",2,0,NA,1,3,18000,1,2,0,NA,2,NA,NA,NA,NA,NA
"881","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","PnQa2dKYkK6","2014-08-11T00:00:00Z","10","CHICKENS",7,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"882","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","JbsDyyJEsp2","2015-01-14T00:00:00Z","1","BULLS",5,0,0,1,2,9e+05,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"883","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","kqzsJGqsJH5","2015-08-31T00:00:00Z","1","BULLS",2,0,0,1,1,5e+05,2,NA,NA,NA,2,NA,1,7,8,10
"884","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","pAiSMicbJb9","2014-09-28T00:00:00Z","2","COWS",12,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"885","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","ZaEAz3d3Dr6","2014-12-10T00:00:00Z","15","Dogs",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"886","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","aNYTfhJUuk9","2014-08-11T00:00:00Z","10","CHICKENS",11,0,NA,2,NA,NA,1,1,0,NA,2,NA,NA,NA,NA,NA
"887","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","pAiSMicbJb9","2014-09-28T00:00:00Z","1","BULLS",4,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"888","TZA","Tanzania Forest Conservation Group",38.7492089681939,-8.14419444155308,"L22","BVUEfqZQ6KA","2015-09-09T00:00:00Z","10","CHICKENS",30,0,NA,2,NA,NA,1,20,0,NA,2,NA,0,0,0,0
"889","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","2JxppdNdy1B","2015-08-11T00:00:00Z","15","Dogs",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,3,0,0,0
"890","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","yLS96zjnvX6","2014-12-18T00:00:00Z","6","FEMALE CALVES",2,0,NA,2,NA,NA,2,NA,NA,NA,1,5000,NA,NA,NA,NA
"891","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","zRYovaahru9","2015-01-14T00:00:00Z","15","Dogs",3,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"892","TZA","Tanzania Forest Conservation Group",38.7492089681939,-8.14419444155308,"L22","MG8Mg2FAfw4","2015-09-09T00:00:00Z","10","CHICKENS",22,0,NA,2,NA,NA,1,12,0,NA,2,NA,0,0,0,0
"893","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","uDCakBEm7VB","2014-09-30T00:00:00Z","7","GOATS",60,NA,0,1,2,120000,1,6,0,NA,2,NA,NA,NA,NA,NA
"894","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","HPHgA99tPJA","2015-01-14T00:00:00Z","6","FEMALE CALVES",5,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"895","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","yE1Xsrhzmk8","2014-10-09T00:00:00Z","3","STEERS",3,0,NA,2,NA,NA,2,NA,NA,NA,1,40000,NA,NA,NA,NA
"896","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","SUdaBvN6yMB","2014-08-12T00:00:00Z","10","CHICKENS",12,0,NA,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"897","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","j5dyUZUjo25","2014-08-12T00:00:00Z","11","DUCKS",5,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"898","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","VTttxxMVpA7","2015-08-07T00:00:00Z","10","CHICKENS",7,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,5,6,8
"899","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","kDWcVHqaaf2","2014-08-11T00:00:00Z","7","GOATS",33,NA,0,1,4,2e+05,1,4,0,NA,2,NA,NA,NA,NA,NA
"900","TZA","Tanzania Forest Conservation Group",38.7492089681939,-8.14419444155308,"L22","RfzDYcp8cy2","2015-08-10T00:00:00Z","10","CHICKENS",50,0,NA,1,20,160000,1,10,0,NA,2,NA,0,3,7,9
"901","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","mUFTDYR9Aj","2014-08-11T00:00:00Z","15","Dogs",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"902","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","9WWgnSHHAA6","2014-12-18T00:00:00Z","10","CHICKENS",12,0,NA,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"903","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","McAcYh2ZV69","2014-12-10T00:00:00Z","7","GOATS",1,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"904","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","65WUiskq7g6","2014-10-04T00:00:00Z","1","BULLS",3,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"905","TZA","Tanzania Forest Conservation Group",38.7492089681939,-8.14419444155308,"L22","qKTwmCQoWz5","2015-08-11T00:00:00Z","10","CHICKENS",40,0,NA,1,20,140000,1,20,0,NA,2,NA,0,5,5,8
"906","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","G8pqkT9RvZB","2015-01-15T00:00:00Z","10","CHICKENS",50,0,NA,1,5,50000,1,2,0,NA,2,NA,NA,NA,NA,NA
"907","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","sAJq9uruKa3","2014-08-11T00:00:00Z","3","STEERS",3,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"908","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","Rmvq4s33Ev8","2014-08-12T00:00:00Z","1","BULLS",2,0,0,1,4,9e+05,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"909","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","Rmvq4s33Ev8","2014-08-12T00:00:00Z","7","GOATS",3,NA,0,1,2,120000,1,1,0,NA,2,NA,NA,NA,NA,NA
"910","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","ZbDwCBkG2A5","2014-10-03T00:00:00Z","3","STEERS",4,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"911","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","9WWgnSHHAA6","2014-12-18T00:00:00Z","15","Dogs",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"912","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","wtdrsEsEBX2","2014-09-28T00:00:00Z","3","STEERS",4,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"913","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","udWPUwFP172","2014-08-13T00:00:00Z","10","CHICKENS",5,0,NA,1,2,16000,1,2,0,NA,2,NA,NA,NA,NA,NA
"914","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","MLdLHWK2Qr","2014-12-18T00:00:00Z","15","Dogs",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"915","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","SUdaBvN6yMB","2014-08-12T00:00:00Z","6","FEMALE CALVES",1,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"916","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","p5n6hjGyeL","2014-08-12T00:00:00Z","10","CHICKENS",15,0,NA,1,10,82000,1,4,0,NA,2,NA,NA,NA,NA,NA
"917","TZA","Tanzania Forest Conservation Group",38.7492089681939,-8.14419444155308,"L22","8pbKc5jDHS6","2015-09-02T00:00:00Z","10","CHICKENS",10,0,NA,2,NA,NA,1,4,0,NA,2,NA,0,0,0,0
"918","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","uDCakBEm7VB","2014-09-30T00:00:00Z","4","HEIFERS",10,0,0,2,NA,NA,1,2,0,NA,2,NA,NA,NA,NA,NA
"919","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","ZbDwCBkG2A5","2014-10-03T00:00:00Z","10","CHICKENS",4,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"920","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","g2ZqebmF5z8","2014-08-13T00:00:00Z","10","CHICKENS",1,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"921","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","eBi2TWWBfPA","2015-08-11T00:00:00Z","1","BULLS",5,0,0,2,NA,NA,2,NA,NA,NA,2,NA,0,5,5,8
"922","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","QuoaS1YaSX9","2015-08-31T00:00:00Z","2","COWS",2,0,0,1,1,5e+05,2,NA,NA,NA,2,NA,1,7,3,8
"923","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","uDCakBEm7VB","2014-09-30T00:00:00Z","2","COWS",40,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"924","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","65WUiskq7g6","2015-01-14T00:00:00Z","10","CHICKENS",50,0,NA,2,NA,NA,1,6,0,NA,2,NA,NA,NA,NA,NA
"925","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","TzXCuVJ5tP5","2015-01-14T00:00:00Z","7","GOATS",30,NA,0,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"926","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","pxqThuNPrG","2014-10-03T00:00:00Z","1","BULLS",2,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"927","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","2JxppdNdy1B","2015-08-11T00:00:00Z","9","PIGS",NA,1,NA,2,NA,NA,2,NA,NA,NA,2,NA,4,4,1,0
"928","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","yE1Xsrhzmk8","2014-10-09T00:00:00Z","2","COWS",33,0,0,1,1,350000,2,NA,NA,NA,1,40000,NA,NA,NA,NA
"929","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","ZAZu9eYNzaA","2014-12-28T00:00:00Z","3","STEERS",3,0,NA,1,1,3e+05,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"930","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","LwsCZHjGPqA","2014-09-13T00:00:00Z","7","GOATS",5,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"931","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","zddQBRJke87","2014-08-11T00:00:00Z","10","CHICKENS",10,0,NA,1,3,30000,1,2,0,NA,2,NA,NA,NA,NA,NA
"932","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","MmsqX496Yo9","2014-08-12T00:00:00Z","10","CHICKENS",7,0,NA,2,NA,NA,1,2,0,NA,2,NA,NA,NA,NA,NA
"933","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","2zFRVcySNg6","2014-08-13T00:00:00Z","7","GOATS",16,NA,0,1,4,2e+05,1,1,0,NA,2,NA,NA,NA,NA,NA
"934","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","piP7A67YkU7","2015-08-31T00:00:00Z","9","PIGS",NA,1,NA,1,1,50000,2,NA,NA,NA,2,NA,0,4,3,0
"935","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","7NvFkzHDPpA","2014-08-12T00:00:00Z","10","CHICKENS",22,0,NA,1,1,12000,1,4,0,NA,2,NA,NA,NA,NA,NA
"936","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","mUFTDYR9Aj","2014-08-11T00:00:00Z","10","CHICKENS",40,0,NA,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"937","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","G8pqkT9RvZB","2015-01-15T00:00:00Z","15","Dogs",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"938","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","Qrakmh9TAb7","2014-09-29T00:00:00Z","3","STEERS",2,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"939","TZA","Tanzania Forest Conservation Group",38.7492089681939,-8.14419444155308,"L22","5oGmpb8QJLA","2015-09-09T00:00:00Z","10","CHICKENS",47,0,NA,2,NA,NA,1,21,0,NA,2,NA,0,0,0,0
"940","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","hwqvpwm7Wz7","2014-12-24T00:00:00Z","10","CHICKENS",18,0,NA,1,4,36000,1,6,0,NA,2,NA,NA,NA,NA,NA
"941","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","eBi2TWWBfPA","2015-08-11T00:00:00Z","3","STEERS",3,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,3,4,9
"942","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","HWkzcSXQNG2","2014-08-12T00:00:00Z","8","SHEEP",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"943","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","fKYGZhSCHi5","2014-08-12T00:00:00Z","6","FEMALE CALVES",9,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"944","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","ckvwCyqWX59","2015-08-05T00:00:00Z","10","CHICKENS",11,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,0,5,6,9
"945","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","xcn3a9uEQZB","2015-08-08T00:00:00Z","10","CHICKENS",1,0,NA,1,5,50000,1,3,0,NA,2,NA,0,5,5,8
"946","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","HGnHsWKAkp3","2014-08-12T00:00:00Z","6","FEMALE CALVES",10,0,NA,1,5,1500000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"947","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","N5cedWi9F35","2014-12-18T00:00:00Z","4","HEIFERS",1,0,0,1,1,8e+05,2,NA,NA,NA,1,35714,NA,NA,NA,NA
"948","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","RnWd36XhwD2","2015-08-07T00:00:00Z","5","MALE CALVES",3,0,NA,2,NA,NA,2,NA,NA,NA,1,180000,0,3,7,9
"949","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","JbsDyyJEsp2","2015-01-14T00:00:00Z","2","COWS",10,0,0,2,NA,NA,1,1,0,NA,2,NA,NA,NA,NA,NA
"950","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","1AHvfwxYcT6","2014-10-03T00:00:00Z","2","COWS",1,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"951","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","ktUuHHCU1Q5","2015-08-05T00:00:00Z","1","BULLS",4,0,0,1,2,570000,2,NA,NA,NA,1,15000,0,0,8,8
"952","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","aNYTfhJUuk9","2014-08-11T00:00:00Z","11","DUCKS",6,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"953","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","zRYovaahru9","2015-01-14T00:00:00Z","1","BULLS",5,0,0,1,7,4200000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"954","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","onVKoJG2AfA","2014-12-27T00:00:00Z","9","PIGS",NA,3,NA,1,2,140000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"955","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","McAcYh2ZV69","2014-12-10T00:00:00Z","15","Dogs",7,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"956","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","XaYWTVN67N4","2014-12-28T00:00:00Z","3","STEERS",10,0,NA,1,1,3e+05,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"957","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","zRYovaahru9","2014-09-30T00:00:00Z","7","GOATS",30,NA,0,1,100,3e+06,1,15,0,NA,2,NA,NA,NA,NA,NA
"958","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","SGWnjCX1hJ3","2014-08-12T00:00:00Z","15","Dogs",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"959","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","onVKoJG2AfA","2014-12-27T00:00:00Z","10","CHICKENS",11,0,NA,1,6,40000,1,4,0,NA,2,NA,NA,NA,NA,NA
"960","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","LwsCZHjGPqA","2014-09-13T00:00:00Z","2","COWS",11,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"961","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","RbeUER44T9B","2014-09-28T00:00:00Z","5","MALE CALVES",11,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"962","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","Nt5ok1nPNM7","2014-12-18T00:00:00Z","10","CHICKENS",6,0,NA,2,NA,NA,1,2,0,NA,2,NA,NA,NA,NA,NA
"963","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","Qrakmh9TAb7","2014-09-29T00:00:00Z","6","FEMALE CALVES",1,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"964","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","Qrakmh9TAb7","2014-09-29T00:00:00Z","2","COWS",4,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"965","TZA","Tanzania Forest Conservation Group",31.7140544443077,-7.93601976329183,"L03","yLS96zjnvX6","2014-12-18T00:00:00Z","10","CHICKENS",30,0,NA,2,NA,NA,1,24,0,NA,1,5000,NA,NA,NA,NA
"966","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","yE1Xsrhzmk8","2014-10-09T00:00:00Z","1","BULLS",3,0,0,2,NA,NA,2,NA,NA,NA,1,40000,NA,NA,NA,NA
"967","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","v2cqtKhhmEB","2014-08-12T00:00:00Z","10","CHICKENS",2,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"968","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","HPHgA99tPJA","2015-01-14T00:00:00Z","5","MALE CALVES",4,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"969","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","65WUiskq7g6","2015-01-14T00:00:00Z","7","GOATS",30,NA,0,1,5,250000,1,2,0,NA,2,NA,NA,NA,NA,NA
"970","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","pAiSMicbJb9","2014-09-28T00:00:00Z","10","CHICKENS",20,0,NA,1,6,60000,1,8,0,NA,2,NA,NA,NA,NA,NA
"971","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","G8pqkT9RvZB","2015-01-15T00:00:00Z","5","MALE CALVES",1,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"972","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","yE1Xsrhzmk8","2014-10-09T00:00:00Z","15","Dogs",3,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"973","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","Br9y98ZGdk8","2014-08-13T00:00:00Z","10","CHICKENS",10,0,NA,1,3,21000,1,3,0,NA,2,NA,NA,NA,NA,NA
"974","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","ZC9BxGQiLT8","2015-08-31T00:00:00Z","10","CHICKENS",20,0,NA,1,1,5000,1,8,0,NA,2,NA,0,0,0,0
"975","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","pAiSMicbJb9","2014-09-28T00:00:00Z","8","SHEEP",20,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"976","TZA","Tanzania Forest Conservation Group",36.5229650139842,-8.09763085083975,"L19","W5cRAyZKiP3","2014-08-09T00:00:00Z","10","CHICKENS",3,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"977","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","wtdrsEsEBX2","2014-09-28T00:00:00Z","1","BULLS",2,0,0,1,4,3600000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"978","TZA","Tanzania Forest Conservation Group",34.8481422428861,-8.53911341077989,"L10","dtBzhqj3kQA","2014-08-12T00:00:00Z","15","Dogs",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"979","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","RbeUER44T9B","2014-09-28T00:00:00Z","3","STEERS",7,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"980","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","1AHvfwxYcT6","2014-10-03T00:00:00Z","7","GOATS",25,NA,0,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"981","TZA","Tanzania Forest Conservation Group",34.3167307654591,-8.60363144569888,"L20","ZbDwCBkG2A5","2014-10-03T00:00:00Z","1","BULLS",4,0,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"982","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","51brKTHzvAB","2015-08-11T00:00:00Z","10","CHICKENS",10,0,NA,2,NA,NA,1,2,0,NA,2,NA,0,4,8,8
"983","TZA","Tanzania Forest Conservation Group",34.6613285529092,-10.0674212512047,"L11","xcn3a9uEQZB","2015-08-08T00:00:00Z","9","PIGS",NA,3,NA,2,NA,NA,1,1,1,1e+05,2,NA,5,5,1,2
"984","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","VhjsvzpdVX8","2013-10-07T00:00:00Z","10","CHICKENS",3,0,NA,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"985","TZA","Tanzania Forest Conservation Group",36.4463760379053,-7.53483534169035,"L18","sApJeip8V38","2014-08-14T00:00:00Z","10","CHICKENS",22,0,NA,1,1,10000,1,1,0,NA,2,NA,NA,NA,NA,NA
