"","Country","Partner.Organization","longitude","latitude","Landscape..","Household.ID","Data.entry.date","Livestock.code","Animal.name","ag10a_05_1","ag10a_05_2","ag10a_05_3","ag10a_19","ag10a_20","ag10a_21","ag10a_24","ag10a_25","ag10a_26","ag10a_27","ag10a_33","ag10a_34","ag10a_vs_01","ag10a_vs_02","ag10a_vs_03","ag10a_vs_04"
"318","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","EmjTzkKPcK4","2015-02-09T00:00:00Z","7","GOATS",45,NA,NA,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA
"319","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","CTRQQXCQTVB","2014-09-15T00:00:00Z","10","CHICKENS",30,NA,NA,1,1,15,1,2,0,NA,2,NA,NA,NA,NA,NA
"320","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","arUegScQDF9","2014-12-31T00:00:00Z","7","GOATS",5,NA,NA,2,NA,NA,1,1,0,NA,2,NA,NA,NA,NA,NA
"321","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","KSchTBWs2p7","2015-02-22T00:00:00Z","10a","GUINEA FOWL",15,NA,NA,1,9,135,1,5,0,NA,2,NA,NA,NA,NA,NA
"322","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","zbPhVbZ2hNA","2014-08-13T00:00:00Z","8","SHEEP",7,NA,NA,1,1,60,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"323","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","4TD5PFFKHJ7","2014-09-13T00:00:00Z","16","Other",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","jqEwCxargT5","2014-09-13T00:00:00Z","7","GOATS",10,NA,NA,2,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA
"325","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","yyBkps8kGBB","2014-09-13T00:00:00Z","7","GOATS",6,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","CTRQQXCQTVB","2014-09-13T00:00:00Z","10","CHICKENS",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","AZbZLMWXXU5","2014-09-03T00:00:00Z","10a","GUINEA FOWL",2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","KSchTBWs2p7","2015-02-22T00:00:00Z","8","SHEEP",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"329","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","kLYaJ3DYGC7","2014-09-22T00:00:00Z","10","CHICKENS",8,0,NA,1,2,14,1,4,0,NA,2,NA,NA,NA,NA,NA
"330","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","o1aKSCrDRMB","2015-04-27T00:00:00Z","8","SHEEP",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"331","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","KSchTBWs2p7","2015-02-22T00:00:00Z","7","GOATS",5,NA,NA,1,3,145,1,1,0,NA,2,NA,NA,NA,NA,NA
"332","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","dQNLmp8vbx7","2015-02-23T00:00:00Z","10","CHICKENS",3,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"333","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","PXb5NT8y8n6","2015-02-18T00:00:00Z","7","GOATS",5,NA,NA,1,2,55,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"334","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","nYHDrtr9BkA","2014-09-07T00:00:00Z","7","GOATS",2,NA,NA,1,2,200,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","K5Z7A224KK7","2014-09-20T00:00:00Z","7","GOATS",3,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"336","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","wbguRJt7c17","2014-09-02T00:00:00Z","11","DUCKS",7,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"337","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","XqoC5saQNR5","2014-11-22T00:00:00Z","8","SHEEP",4,NA,NA,1,1,150,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"338","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","BwcbgH6pxh9","2014-09-13T00:00:00Z","7","GOATS",5,NA,NA,1,2,100,1,1,0,NA,2,NA,NA,NA,NA,NA
"339","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","R24vZdb6HQ7","2014-09-07T00:00:00Z","8","SHEEP",50,NA,NA,1,30,9000,1,7,0,NA,1,1000,NA,NA,NA,NA
"340","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","XqoC5saQNR5","2014-11-22T00:00:00Z","14","DONKEYS",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"341","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","ZgVCya2zX73","2015-02-19T00:00:00Z","10","CHICKENS",10,NA,NA,2,NA,NA,1,6,0,NA,2,NA,NA,NA,NA,NA
"342","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","tKy51hwqVM2","2014-12-31T00:00:00Z","10","CHICKENS",5,NA,NA,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"343","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","CTRQQXCQTVB","2014-09-13T00:00:00Z","15","Dogs",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","tcEkwscfpH4","2014-12-22T00:00:00Z","10","CHICKENS",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"345","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","SGWDY8X7yo4","2015-03-29T00:00:00Z","10","CHICKENS",20,NA,NA,2,NA,NA,1,5,0,NA,2,NA,NA,NA,NA,NA
"346","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","Yt9L1fZvpf5","2014-09-15T00:00:00Z","9","PIGS",NA,6,NA,1,17,6800,1,1,0,NA,2,NA,NA,NA,NA,NA
"347","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","C7yu9JZpZ96","2014-09-28T00:00:00Z","15","Dogs",4,NA,NA,2,NA,NA,1,2,0,NA,2,NA,NA,NA,NA,NA
"348","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","kLYaJ3DYGC7","2014-09-22T00:00:00Z","8","SHEEP",15,NA,NA,1,2,220,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"349","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","K5Z7A224KK7","2014-09-20T00:00:00Z","8","SHEEP",5,NA,NA,1,1,150,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"350","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","qG2u89ePnM3","2015-03-11T00:00:00Z","10a","GUINEA FOWL",12,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"351","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","7KKdwdFxzG7","2014-09-07T00:00:00Z","8","SHEEP",10,NA,NA,1,2,600,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"352","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","Jsv9PkxATh9","2014-09-10T00:00:00Z","7","GOATS",4,NA,NA,1,1,120,1,1,0,NA,2,NA,NA,NA,NA,NA
"353","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","NZwEq9cA5VB","2014-11-29T00:00:00Z","7","GOATS",10,NA,NA,1,2,200,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"354","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","XqoC5saQNR5","2014-11-22T00:00:00Z","7","GOATS",3,NA,NA,2,NA,NA,1,2,2,80,2,NA,NA,NA,NA,NA
"355","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","yyBkps8kGBB","2014-09-13T00:00:00Z","10","CHICKENS",3,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","EmjTzkKPcK4","2015-02-09T00:00:00Z","10","CHICKENS",25,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"357","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","k8zEL6BmKHB","2015-04-28T00:00:00Z","10","CHICKENS",3,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"358","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","EAdeyuGhu85","2015-02-17T00:00:00Z","10","CHICKENS",30,NA,NA,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"359","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","W8ZrkDDq8B","2014-09-12T00:00:00Z","15","Dogs",7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","vyxUdnM5dv5","2014-12-15T00:00:00Z","8","SHEEP",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"361","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","HK4BRArXjD6","2014-12-31T00:00:00Z","8","SHEEP",2,NA,NA,1,2,400,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"362","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","NZwEq9cA5VB","2014-11-29T00:00:00Z","8","SHEEP",20,NA,NA,1,5,750,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","HK4BRArXjD6","2014-12-31T00:00:00Z","10a","GUINEA FOWL",8,NA,NA,2,NA,NA,1,1,0,NA,2,NA,NA,NA,NA,NA
"364","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","eYyzj3xgGn8","2014-09-08T00:00:00Z","10","CHICKENS",10,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA
"365","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","GEgBv7HAf68","2015-02-24T00:00:00Z","1","BULLS",2,NA,NA,2,NA,NA,2,NA,NA,NA,1,15,NA,NA,NA,NA
"366","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","zebc4qh1zU8","2014-08-29T00:00:00Z","10","CHICKENS",10,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"367","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","GLaBCfmRHT9","2014-12-15T00:00:00Z","10","CHICKENS",8,NA,NA,2,NA,NA,1,2,0,NA,2,NA,NA,NA,NA,NA
"368","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","qqEgat4rGk9","2015-02-16T00:00:00Z","10a","GUINEA FOWL",5,NA,NA,2,NA,NA,1,1,0,NA,2,NA,NA,NA,NA,NA
"369","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","NZwEq9cA5VB","2014-11-29T00:00:00Z","15","Dogs",2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","QFh29fHsCvA","2015-04-28T00:00:00Z","8","SHEEP",3,NA,NA,1,2,300,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"371","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","13sx7zZ45L7","2015-02-22T00:00:00Z","10","CHICKENS",5,NA,NA,2,NA,NA,1,5,0,NA,2,NA,NA,NA,NA,NA
"372","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","qaB9PRByhQ7","2014-09-27T00:00:00Z","10","CHICKENS",40,NA,NA,1,2,15,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"373","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","Jsv9PkxATh9","2014-09-10T00:00:00Z","7","GOATS",4,NA,NA,1,1,120,1,1,120,NA,NA,NA,NA,NA,NA,NA
"374","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","reM7upJxET6","2014-09-12T00:00:00Z","16","Other",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","jqEwCxargT5","2014-09-13T00:00:00Z","10","CHICKENS",15,NA,NA,2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA
"376","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","ignYVcEWdh6","2014-09-27T00:00:00Z","10","CHICKENS",30,NA,NA,1,20,300,1,13,0,NA,2,NA,NA,NA,NA,NA
"377","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","v5AnXEEYcG3","2014-09-03T00:00:00Z","8","SHEEP",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"378","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","UNJbgF8rDE4","2014-09-25T00:00:00Z","7","GOATS",5,NA,NA,1,1,120,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"379","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","6o1LRkbmmy9","2015-05-21T00:00:00Z","11","DUCKS",10,NA,NA,1,3,90,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"380","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","k8zEL6BmKHB","2015-04-28T00:00:00Z","7","GOATS",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"381","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","R24vZdb6HQ7","2014-09-07T00:00:00Z","7","GOATS",17,NA,NA,1,7,1050,1,3,0,NA,1,1000,NA,NA,NA,NA
"382","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","uVDhbqsgm8B","2014-09-08T00:00:00Z","10","CHICKENS",6,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"383","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","GEgBv7HAf68","2015-02-24T00:00:00Z","8","SHEEP",12,NA,NA,1,2,180,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"384","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","5G241XCT6VA","2014-09-23T00:00:00Z","10","CHICKENS",23,NA,NA,1,15,150,1,8,0,NA,2,NA,NA,NA,NA,NA
"385","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","BNLAgvK3aCA","2014-12-17T00:00:00Z","8","SHEEP",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"386","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","6o1LRkbmmy9","2015-05-21T00:00:00Z","7","GOATS",60,NA,NA,1,10,1000,1,2,0,NA,2,NA,NA,NA,NA,NA
"387","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","MdadqCNEiL","2014-12-31T00:00:00Z","10","CHICKENS",10,NA,NA,1,3,15,1,3,0,NA,2,NA,NA,NA,NA,NA
"388","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","6rFDY18oMR9","2015-05-27T00:00:00Z","10","CHICKENS",6,NA,NA,2,NA,NA,1,3,0,NA,2,NA,NA,NA,NA,NA
"389","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","EmjTzkKPcK4","2015-02-09T00:00:00Z","1","BULLS",16,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"390","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","nLAqDVxLW42","2014-09-26T00:00:00Z","7","GOATS",40,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"391","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","AZbZLMWXXU5","2014-09-03T00:00:00Z","15","Dogs",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"392","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","vyxUdnM5dv5","2014-12-15T00:00:00Z","10","CHICKENS",20,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"393","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","4xFbY5oyU82","2014-09-09T00:00:00Z","10","CHICKENS",3,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","UUj4sWMqYC3","2014-12-29T00:00:00Z","8","SHEEP",2,NA,NA,1,3,450,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"395","GHA","Ghana Council for Scientific and Industrial Research",-2.57799911499023,5.09250068664551,"L05","XEA6aofdZo5","2015-03-29T00:00:00Z","10","CHICKENS",20,NA,NA,2,NA,NA,1,20,0,NA,2,NA,NA,NA,NA,NA
"396","GHA","Ghana Council for Scientific and Industrial Research",-0.880999565124512,7.70899963378906,"L03","56esinYPtWB","2014-10-03T00:00:00Z","10","CHICKENS",15,NA,NA,2,NA,NA,1,1,0,NA,2,NA,NA,NA,NA,NA
"397","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","dVULAjf4W89","2015-03-10T00:00:00Z","8","SHEEP",6,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"398","GHA","Ghana Council for Scientific and Industrial Research",-1.49399948120117,6.55200004577637,"L04","qAcLcu8zBx5","2014-08-29T00:00:00Z","10","CHICKENS",18,0,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"399","GHA","Ghana Council for Scientific and Industrial Research",-0.834999084472656,10.5590000152588,"L01","EmjTzkKPcK4","2015-02-09T00:00:00Z","14","DONKEYS",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"400","GHA","Ghana Council for Scientific and Industrial Research",-0.854499816894531,9.90400123596191,"L02","XqoC5saQNR5","2014-11-22T00:00:00Z","15","Dogs",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"401","GHA","Ghana Council for Scientific and Industrial Research",-0.510699272155762,5.72800064086914,"L06","iR5ETCSgpV5","2014-09-10T00:00:00Z","10","CHICKENS",4,NA,NA,2,NA,NA,1,4,0,NA,2,NA,NA,NA,NA,NA
"402","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","nMVazETomT7","2015-12-09T00:00:00Z","8","SHEEP",3,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"403","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","Tt5k1X1aefA","2016-07-15T00:00:00Z","7","GOATS",4,NA,NA,1,1,12000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"404","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","kwtgXoW7Ei8","2016-07-20T00:00:00Z","9","PIGS",NA,1,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"405","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","2AzeKX3Xdj9","2015-12-11T00:00:00Z","2","COWS",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,3,7,NA,NA
"406","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","fiLpRcMBzoA","2015-11-14T00:00:00Z","2","COWS",NA,1,NA,2,NA,NA,2,NA,NA,NA,2,NA,5,5,NA,NA
"407","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","voQqwNL5SR4","2016-03-03T00:00:00Z","10","CHICKENS",22,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"408","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","HbRbhAKMLv3","2015-10-09T00:00:00Z","2","COWS",1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,6,4,NA,NA
"409","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","iGeYWScB9G8","2016-04-26T00:00:00Z","12","RABBITS",2,NA,NA,1,5,10000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"410","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","6vh1fcZWV2A","2016-02-03T00:00:00Z","6","FEMALE CALVES",NA,2,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"411","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","voQqwNL5SR4","2016-03-03T00:00:00Z","2","COWS",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,8,2,NA,NA
"412","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","jT3NCQFGuW8","2016-02-08T00:00:00Z","10","CHICKENS",4,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"413","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","EhXFcHgzLr8","2016-08-23T00:00:00Z","7","Goats",4,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,NA,7,3,NA
"414","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","EJpjhf8ixG7","2016-02-13T00:00:00Z","2","COWS",NA,1,NA,2,NA,NA,2,NA,NA,NA,2,NA,7,3,NA,NA
"415","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","R5nJaf2Sop9","2015-10-07T00:00:00Z","2","COWS",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,6,4,NA,NA
"416","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","GJymWVjaQVB","2016-02-03T00:00:00Z","2","COWS",NA,NA,2,1,1,3e+05,2,NA,NA,NA,1,31000,NA,10,NA,NA
"417","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","cZWWUyRwuTA","2016-01-16T00:00:00Z","7","GOATS",10,NA,NA,1,2,36000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"418","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","nUikVE2njA5","2016-02-17T00:00:00Z","8","SHEEP",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"419","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,"L04","gtdvY5R76A5","2016-01-27T00:00:00Z","2","COWS",NA,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,2,8,NA,NA
"420","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","BrVjLcZwqr3","2015-10-12T00:00:00Z","2","COWS",1,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,6,4,NA,NA
"421","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","NqznyHy6N16","2016-08-10T00:00:00Z","7","Goats",3,NA,0,2,NA,NA,2,NA,NA,NA,2,NA,7,3,NA,NA
"422","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","tmtcp1ke5eB","2016-07-16T00:00:00Z","7","GOATS",10,NA,NA,1,6,150000,2,NA,NA,NA,1,1000,NA,NA,NA,NA
"423","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,"L07","C56aeDFWPa7","2016-08-18T00:00:00Z","2","Cows",1,0,0,2,NA,NA,2,NA,NA,NA,2,NA,3,7,NA,NA
"424","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","CGeuGzTDPV5","2015-10-01T00:00:00Z","12","RABBITS",8,NA,NA,1,8,8000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"425","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","R5nJaf2Sop9","2015-10-07T00:00:00Z","9","PIGS",NA,1,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"426","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,"L01","Ag8CWapFXT9","2015-12-05T00:00:00Z","9","PIGS",NA,2,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"427","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,"L02","y5bMEWTbk12","2016-05-21T00:00:00Z","8","SHEEP",3,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"428","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,"L03","2tfKupRSSR9","2016-07-14T00:00:00Z","12","RABBITS",2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"429","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,"L06","e3YsHqYkYK6","2015-10-08T00:00:00Z","7","GOATS",6,NA,NA,1,1,15000,2,NA,NA,NA,2,NA,NA,NA,NA,NA
