"","Country","Partner.Organization","longitude","latitude","Region","District","Landscape..","Household.ID","Household.head.ID","Enumerator.ID","Time.interview.start","Date.of.interview","Supervisor.ID","Questionnaire.inspection.date","Clerk.ID","Data.entry.date","fr_01","fr2_10","fr_5","ag12b_vs_09a","ag12a_vs_10","ag12a_vs_10_other","End.Time","Survey.Instrument"
"203","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","AoyYjSvsgJA","XWakiMuwZc9","","2000-01-01 09:42:00 UTC","2016-03-01","i3ZgvUSffF","2016-03-01","i3ZgvUSffF","2016-03-01T00:00:00Z",1,4,"1463230912594.jpg",1,"5",NA,"",""
"204","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","M8qxpz4tTs2","JjREb157Kj8","","2000-01-01 10:30:00 UTC","2016-01-28","i3ZgvUSffF","2016-01-28","i3ZgvUSffF","2016-01-28T00:00:00Z",1,3,"1454155448323.jpg",1,"5",NA,"",""
"205","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,28,"L06","kxErk1sYmQB","qFdJnPZSVA8","","2000-01-01 13:00:00 UTC","2016-11-10","i3ZgvUSffF","2015-11-10","73SJ6W4Wnt9","2015-11-10T00:00:00Z",1,3,"1463377247471.jpg",1,NA,NA,"",""
"206","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,28,"L06","QLDaeeq1A6A","oojtKeVeUo","","2000-01-01 10:34:00 UTC","2015-11-06","i3ZgvUSffF","2015-11-06","i3ZgvUSffF","2015-11-06T00:00:00Z",1,3,"1463119299517.jpg",1,NA,NA,"",""
"207","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","TYoYR9fk5v3","kYoXAXH73P2","Ei6Xo6n7oU4","2000-01-01 09:43:00 UTC","2016-08-17","Ei6Xo6n7oU4","2016-08-17","Ei6Xo6n7oU4","2016-08-17T00:00:00Z",1,2015,"1473598423317.jpg",1,NA,NA,"2000-01-01 10:59:00 UTC","paper"
"208","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","xRKbT2uWYL4","pie6p9dSiPB","","2000-01-01 11:48:00 UTC","2016-02-04","i3ZgvUSffF","2016-02-04","i3ZgvUSffF","2016-02-04T00:00:00Z",1,3,"1463312079417.jpg",1,NA,NA,"",""
"209","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,27,"L06","R5nJaf2Sop9","92esP7rfJsA","","2000-01-01 10:49:00 UTC","2015-10-07","i3ZgvUSffF","2015-10-07","i3ZgvUSffF","2015-10-07T00:00:00Z",1,3,"1463385287980.jpg",1,NA,NA,"",""
"210","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","s754vJkGDg2","auNmkaDptf7","","2000-01-01 09:21:00 UTC","2016-07-15","i3ZgvUSffF","2016-07-15","i3ZgvUSffF","2016-07-15T00:00:00Z",1,4,"1469957243011.jpg",1,NA,NA,"",""
"211","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,2,25,"L01","Nq4M7PWJPS","3b7pY3XAvN","","2000-01-01 10:00:00 UTC","2015-12-04","i3ZgvUSffF","2015-12-04","73SJ6W4Wnt9","2015-12-04T00:00:00Z",1,3,"1463296842549.jpg",2,NA,NA,"",""
"212","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","cQsxahQ8sm8","1dmRq7Bjaw4","p32HA2B1Fw3","2000-01-01 12:15:00 UTC","2016-08-25","Ei6Xo6n7oU4","2016-08-25","Ei6Xo6n7oU4","2016-08-25T00:00:00Z",1,2015,"1473344195530.jpg",2,NA,NA,"2000-01-01 12:55:00 UTC","paper"
"213","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","1tDK7dEA7q4","cTjH21go5k5","p32HA2B1Fw3","2000-01-01 12:51:00 UTC","2016-08-22","Ei6Xo6n7oU4","2016-08-22","Ei6Xo6n7oU4","2016-08-22T00:00:00Z",1,2015,"1473245922778.jpg",1,NA,NA,"2000-01-01 13:30:00 UTC","paper"
"214","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","Mq9anduKdR9","WT8S4cuppr6","","2000-01-01 12:20:00 UTC","2016-05-17","i3ZgvUSffF","2016-05-17","i3ZgvUSffF","2016-05-17T00:00:00Z",1,4,"1464256987617.jpg",1,NA,NA,"",""
"215","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","zxz5fHgxQr4","MqP4AWKnzu9","","2000-01-01 10:21:00 UTC","2016-05-26","i3ZgvUSffF","2016-05-26","i3ZgvUSffF","2016-05-26T00:00:00Z",1,4,"1464877709806.jpg",1,NA,NA,"",""
"216","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","EhXFcHgzLr8","CXdjXb9jZT3","p32HA2B1Fw3","2000-01-01 10:18:00 UTC","2016-08-23","Ei6Xo6n7oU4","2016-08-23","Ei6Xo6n7oU4","2016-08-23T00:00:00Z",1,2015,"1473083483565.jpg",2,NA,NA,"2000-01-01 11:15:00 UTC","paper"
"217","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","gtdvY5R76A5","qBvTUPEg5e5","","2000-01-01 10:50:00 UTC","2016-01-27","i3ZgvUSffF","2016-01-27","i3ZgvUSffF","2016-01-27T00:00:00Z",1,3,"1454167573649.jpg",1,"5",NA,"",""
"218","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","d77n4FzyP99","x3j7asekwj2","","2000-01-01 10:57:00 UTC","2016-04-26","i3ZgvUSffF","2016-04-26","i3ZgvUSffF","2016-04-26T00:00:00Z",1,4,"1462440255588.jpg",1,NA,NA,"",""
"219","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","nUikVE2njA5","spGa7qmTRZ3","","2000-01-01 11:48:00 UTC","2016-02-17","i3ZgvUSffF","2016-02-17","i3ZgvUSffF","2016-02-17T00:00:00Z",1,3,"1463316341419.jpg",1,"5",NA,"",""
"220","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,27,"L06","e3YsHqYkYK6","PA8tQfED3L8","","2000-01-01 12:18:00 UTC","2015-10-08","fcQUgfywhz3","2015-10-08","i3ZgvUSffF","2015-10-08T00:00:00Z",1,3,"1449737162040.jpg",1,NA,NA,"",""
"221","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","3aT11RTk4H8","bsutfYqhVA6","Ei6Xo6n7oU4","2000-01-01 10:30:00 UTC","2016-08-20","Ei6Xo6n7oU4","2016-08-20","Ei6Xo6n7oU4","2016-08-20T00:00:00Z",1,2015,"1473155174431.jpg",1,NA,NA,"2000-01-01 11:49:00 UTC","paper"
"222","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,2,23,"L01","mDLfcyhvBu","nc6NDkymJL8","","2000-01-01 11:45:00 UTC","2016-01-11","MkjLKAJJzD8","2016-01-12","i3ZgvUSffF","2016-01-12T00:00:00Z",1,3,"1452781052394.jpg",2,NA,NA,"",""
"223","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","sohyYFGAMr9","dXB7UR6Pmv2","Ei6Xo6n7oU4","2000-01-01 10:33:00 UTC","2016-08-17","Ei6Xo6n7oU4","2016-08-17","Ei6Xo6n7oU4","2016-08-17T00:00:00Z",1,2015,"1473319083087.jpg",1,NA,NA,"2000-01-01 11:51:00 UTC","paper"
"224","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","ah2mXHfB7w4","7tDN2cppFE7","p32HA2B1Fw3","2000-01-01 10:18:00 UTC","2016-08-09","Ei6Xo6n7oU4","2016-08-09","Ei6Xo6n7oU4","2016-08-09T00:00:00Z",1,2015,"1474026087993.jpg",1,NA,NA,"2000-01-01 11:30:00 UTC","paper"
"225","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","z7c7QHaTTe7","t84Dhby64ZB","","2000-01-01 09:45:00 UTC","2016-05-27","i3ZgvUSffF","2016-05-27","i3ZgvUSffF","2016-05-27T00:00:00Z",1,4,"1465303088294.jpg",1,NA,NA,"",""
"226","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,27,"L06","jQRmJu3n453","L51ifHkHoC8","","2000-01-01 07:56:00 UTC","2015-10-02","i3ZgvUSffF","2015-10-02","i3ZgvUSffF","2015-10-02T00:00:00Z",1,3,"1463289674128.jpg",1,NA,NA,"",""
"227","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","am7bPMj2uA","CRo8n9Zzck3","","2000-01-01 09:15:00 UTC","2016-04-29","i3ZgvUSffF","2016-04-29","73SJ6W4Wnt9","2016-04-29T00:00:00Z",1,4,"1463417749094.jpg",1,NA,NA,"",""
"228","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","rP7DxqhNrW3","FfVyevQxn37","","2000-01-01 09:45:00 UTC","2016-07-19","i3ZgvUSffF","2016-07-19","i3ZgvUSffF","2016-07-19T00:00:00Z",1,4,"1470397290596.jpg",1,NA,NA,"",""
"229","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,2,25,"L01","wy7axJB9t4A","ehCeaoNght4","","2000-01-01 10:10:00 UTC","2016-01-14","i3ZgvUSffF","2016-01-14","73SJ6W4Wnt9","2016-01-14T00:00:00Z",1,3,"1463404475260.jpg",1,NA,NA,"",""
"230","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","bsDhjVrvZ8B","hhXNFfK6584","","2000-01-01 11:25:00 UTC","2016-07-12","i3ZgvUSffF","2016-07-12","i3ZgvUSffF","2016-07-12T00:00:00Z",1,4,"1470465004079.jpg",1,NA,NA,"",""
"231","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","C3b2zHKsNU3","vCEnmncWje","Ei6Xo6n7oU4","2000-01-01 10:17:00 UTC","2016-08-24","Ei6Xo6n7oU4","2016-08-24","Ei6Xo6n7oU4","2016-08-24T00:00:00Z",1,2015,"1473479453944.jpg",2,NA,NA,"2000-01-01 11:14:00 UTC","paper"
"232","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,27,"L06","XZQvXo5qT34","BoLBtwr7XtA","","2000-01-01 12:55:00 UTC","2015-10-10","i3ZgvUSffF","2015-10-10","i3ZgvUSffF","2015-10-10T00:00:00Z",1,3,"1463124080132.jpg",2,NA,NA,"",""
"233","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,27,"L06","nny1kAHD1A6","oCNRFbAJG17","","2000-01-01 09:36:00 UTC","2015-10-08","i3ZgvUSffF","2015-10-08","i3ZgvUSffF","2015-10-08T00:00:00Z",1,3,"1463382690771.jpg",1,NA,NA,"",""
"234","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","1aHi48GS6A5","dQUKbm2ECd6","","2000-01-01 10:15:00 UTC","2016-07-29","i3ZgvUSffF","2016-07-29","i3ZgvUSffF","2016-07-01T00:00:00Z",1,4,"1470380099821.jpg",1,NA,NA,"",""
"235","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","mhGSC5qMs53","QTbSFqD5SK6","","2000-01-01 10:05:00 UTC","2016-03-02","i3ZgvUSffF","2016-03-02","i3ZgvUSffF","2016-03-02T00:00:00Z",1,4,"1463287351960.jpg",2,NA,NA,"",""
"236","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","MScBRdzkSi4","1YGcLmgMbg6","p32HA2B1Fw3","2000-01-01 12:43:00 UTC","2016-08-17","Ei6Xo6n7oU4","2016-08-17","Ei6Xo6n7oU4","2016-08-17T00:00:00Z",1,2015,"1473438637242.jpg",1,NA,NA,"2000-01-01 13:30:00 UTC","paper"
"237","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","tuxCwfbZQN9","purTZyeCRV2","p32HA2B1Fw3","2000-01-01 09:32:00 UTC","2016-08-16","Ei6Xo6n7oU4","2016-08-16","Ei6Xo6n7oU4","2016-08-16T00:00:00Z",1,2015,"1473399188983.jpg",1,NA,NA,"2000-01-01 09:45:00 UTC","paper"
"238","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,28,"L06","CGeuGzTDPV5","jcCiZkkwRuA","","2000-01-01 09:15:00 UTC","2015-10-01","i3ZgvUSffF","2015-10-01","i3ZgvUSffF","2015-10-01T00:00:00Z",1,3,"1466143393452.jpg",2,NA,NA,"",""
"239","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","4aupp5Gqjv6","VmRoYe4Z5h4","","2000-01-01 11:47:00 UTC","2016-03-05","73SJ6W4Wnt9","2016-03-05","73SJ6W4Wnt9","2016-03-05T00:00:00Z",1,4,"1463068007162.jpg",1,NA,NA,"",""
"240","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,2,23,"L01","VM1oxfq9wgB","6xjwzF5Gtd9","","2000-01-01 10:04:00 UTC","2015-12-14","i3ZgvUSffF","2015-12-14","73SJ6W4Wnt9","2015-12-14T00:00:00Z",1,3,"1463384987482.jpg",1,NA,NA,"",""
"241","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","5AjH6QaGU24","WYQ98EzMVD","","2000-01-01 10:52:00 UTC","2015-02-15","i3ZgvUSffF","2016-02-15","73SJ6W4Wnt9","2016-02-15T00:00:00Z",1,3,"1463316817318.jpg",1,NA,NA,"",""
"242","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","FtidgPbhow5","CanZr2UhKo5","","2000-01-01 10:35:00 UTC","2016-04-20","i3ZgvUSffF","2016-04-20","i3ZgvUSffF","2016-04-20T00:00:00Z",1,4,"1462352891414.jpg",2,NA,NA,"",""
"243","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,27,"L06","ACtMM9ksKX9","8SSHCQWSh32","","2000-01-01 11:30:00 UTC","2015-10-05","i3ZgvUSffF","2015-10-05","73SJ6W4Wnt9","2016-10-05T00:00:00Z",1,3,"1463411891185.jpg",2,NA,NA,"",""
"244","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","DRwp2xk3gPB","bVjRfoy3kw3","","2000-01-01 09:43:00 UTC","2016-07-22","i3ZgvUSffF","2016-07-22","i3ZgvUSffF","2016-07-22T00:00:00Z",1,4,"1470253392331.jpg",1,NA,NA,"",""
"245","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","DybB4C7m1V6","3MmqLjF5q29","","2000-01-01 10:15:00 UTC","2016-07-22","i3ZgvUSffF","2016-07-22","i3ZgvUSffF","2016-07-22T00:00:00Z",1,4,"1470322676518.jpg",2,NA,NA,"",""
"246","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,2,25,"L01","KeSq3y3A1h4","P1VBoqcAhd5","","2000-01-01 11:42:00 UTC","2016-01-13","i3ZgvUSffF","2016-01-13","i3ZgvUSffF","2016-01-13T00:00:00Z",1,3,"1465878766569.jpg",1,NA,NA,"",""
"247","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","LZ29vrnear2","ude7WKA4z44","","2000-01-01 10:16:00 UTC","2016-04-23","i3ZgvUSffF","2016-04-23","i3ZgvUSffF","2016-04-23T00:00:00Z",1,4,"1462437855219.jpg",1,NA,NA,"",""
"248","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","jT3NCQFGuW8","RD85P2XFZc6","","2000-01-01 13:40:00 UTC","2016-02-08","i3ZgvUSffF","2016-02-08","73SJ6W4Wnt9","2016-02-08T00:00:00Z",1,3,"1463244040886.jpg",1,NA,NA,"",""
"249","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","mE3oDzqBqu4","knct41uERr9","Ei6Xo6n7oU4","2000-01-01 08:34:00 UTC","2016-08-11","Ei6Xo6n7oU4","2016-08-11","Ei6Xo6n7oU4","2016-08-11T00:00:00Z",1,2015,"1473633895609.jpg",2,NA,NA,"2000-01-01 10:00:00 UTC","paper"
"250","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,28,"L06","fiLpRcMBzoA","QMvKz9cadwA","","2000-01-01 10:13:00 UTC","2015-11-14","i3ZgvUSffF","2015-11-14","i3ZgvUSffF","2015-11-14T00:00:00Z",1,3,"1463309262603.jpg",2,NA,NA,"",""
"251","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,27,"L06","YVG8nKF7bC4","pBZ7mRq7vU3","","2000-01-01 10:24:00 UTC","2015-10-15","7uGksuof8p3","2015-12-05","i3ZgvUSffF","2015-12-05T00:00:00Z",1,3,"1449301459685.jpg",1,NA,NA,"",""
"252","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","rYhbEL7oXj9","udLXVkU4Zv6","","2000-01-01 11:15:00 UTC","2016-07-26","i3ZgvUSffF","2016-07-26","i3ZgvUSffF","2016-07-26T00:00:00Z",1,4,"1470159168169.jpg",1,NA,NA,"",""
"253","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","wr5wPxGTis","1zMjz3z1cQ9","","2000-01-01 11:00:00 UTC","2016-02-10","i3ZgvUSffF","2016-02-10","73SJ6W4Wnt9","2016-02-10T00:00:00Z",1,3,"1463061848707.jpg",1,NA,NA,"",""
"254","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","t8pSXYMtCP","KfP8S8sqQS9","","2000-01-01 13:03:00 UTC","2016-03-01","i3ZgvUSffF","2016-03-01","i3ZgvUSffF","2016-03-01T00:00:00Z",1,4,"1463234088538.jpg",1,"5",NA,"",""
"255","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","Urb5aXE3gA2","vV5gSRHAMM3","","2000-01-01 08:50:00 UTC","2016-05-16","i3ZgvUSffF","2016-05-16","i3ZgvUSffF","2016-05-16T00:00:00Z",1,4,"1464256133645.jpg",2,NA,NA,"",""
"256","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","WVpeXYVGNq8","fbBhL8LaCS3","p32HA2B1Fw3","2000-01-01 09:10:00 UTC","2016-08-15","Ei6Xo6n7oU4","2016-08-15","Ei6Xo6n7oU4","2016-08-15T00:00:00Z",1,2015,"1474027901745.jpg",1,NA,NA,"2000-01-01 10:20:00 UTC","paper"
"257","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","5s4t5icCN2","tEJWmPnC1z2","","2000-01-01 09:37:00 UTC","2016-07-16","i3ZgvUSffF","2016-07-16","i3ZgvUSffF","2016-07-16T00:00:00Z",1,4,"1469961467415.jpg",1,NA,NA,"",""
"258","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","MxhdeDaZTa9","EkT8daNpdU8","","2000-01-01 10:52:00 UTC","2016-04-29","i3ZgvUSffF","2016-04-29","i3ZgvUSffF","2016-04-29T00:00:00Z",1,4,"1464255419124.jpg",1,NA,NA,"",""
"259","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","sqHntKPZfk6","aGocpkhUxK2","","2000-01-01 10:32:00 UTC","2016-05-20","i3ZgvUSffF","2016-05-20","i3ZgvUSffF","2016-05-20T00:00:00Z",1,4,"1464872443319.jpg",1,NA,NA,"",""
"260","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","CnrK9APvaT4","AqvcA97gwh9","p32HA2B1Fw3","2000-01-01 10:00:00 UTC","2016-08-15","Ei6Xo6n7oU4","2016-08-15","Ei6Xo6n7oU4","2016-08-15T00:00:00Z",1,2015,"1473745926870.jpg",2,NA,NA,"2000-01-01 10:40:00 UTC","paper"
"261","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","B8yvkFk2DJ5","vV6Wo1ij3f2","","2000-01-01 09:00:00 UTC","2016-07-21","i3ZgvUSffF","2016-07-21","i3ZgvUSffF","2016-07-21T00:00:00Z",1,4,"1470317501342.jpg",1,NA,NA,"",""
"262","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,2,25,"L01","4uYtGb6q1h5","MBsKBgBb3S7","","2000-01-01 09:27:00 UTC","2015-11-19","i3ZgvUSffF","2015-11-19","i3ZgvUSffF","2016-11-19T00:00:00Z",1,3,"1463299114182.jpg",1,NA,NA,"",""
"263","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","ydvLLQUM1wA","HM5h3mCw2B6","","2000-01-01 09:05:00 UTC","2016-07-19","i3ZgvUSffF","2016-07-19","i3ZgvUSffF","2016-07-19T00:00:00Z",1,4,"1470239597520.jpg",1,NA,NA,"",""
"264","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","fzVneyP9Mg7","tGHcZ2hjDLA","","2000-01-01 09:23:00 UTC","2016-01-27","i3ZgvUSffF","2016-01-27","i3ZgvUSffF","2016-01-27T00:00:00Z",1,3,"1454325205570.jpg",2,NA,NA,"",""
"265","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","YDokUMGBos2","6pUxF9K1hfB","","2000-01-01 13:50:00 UTC","2016-02-05","i3ZgvUSffF","2016-02-05","i3ZgvUSffF","2016-02-05T00:00:00Z",1,3,"1463312562919.jpg",2,NA,NA,"",""
"266","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","tdcaU4K6FA3","whBfUbcrtM6","","2000-01-01 12:00:00 UTC","2016-04-18","i3ZgvUSffF","2016-04-18","73SJ6W4Wnt9","2016-04-18T00:00:00Z",1,4,"1463423149861.jpg",1,NA,NA,"",""
"267","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","io6UuTdM1Q3","RjRNZjy9LrA","","2000-01-01 09:27:00 UTC","2016-01-20","i3ZgvUSffF","2016-01-20","i3ZgvUSffF","2016-01-20T00:00:00Z",1,3,"1455261940189.jpg",1,NA,NA,"",""
"268","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","fHLhUbHi259","Lm9iJH3RBBA","","2000-01-01 11:13:00 UTC","2016-04-27","i3ZgvUSffF","2016-05-16","73SJ6W4Wnt9","2016-04-27T00:00:00Z",1,4,"1463421261545.jpg",1,NA,NA,"",""
"269","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,2,23,"L01","8DoKMFq9rv7","AYN6k1uDEM6","","2000-01-01 09:53:00 UTC","2015-12-12","fcQUgfywhz3","2015-12-12","i3ZgvUSffF","2015-12-14T00:00:00Z",1,3,"",1,NA,NA,"",""
"270","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,28,"L06","NpBRQomLNX3","kJCpbWQEMh2","","2000-01-01 08:25:00 UTC","2015-11-09","i3ZgvUSffF","2015-11-09","i3ZgvUSffF","2015-11-09T00:00:00Z",1,3,"1463467665080.jpg",2,NA,NA,"",""
"271","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","Az5BDLdFCQB","hLiYsYUJ3nA","","2000-01-01 09:27:00 UTC","2016-05-25","i3ZgvUSffF","2016-05-25","i3ZgvUSffF","2016-05-25T00:00:00Z",1,4,"1464792403803.jpg",1,NA,NA,"",""
"272","RWA","Wildlife Conservation Society",29.55086017135,-1.48050348714566,4,43,"L02","6zdLptApzZ2","1ksfsXjFJo2","","2000-01-01 10:22:00 UTC","2016-05-23","i3ZgvUSffF","2016-05-23","i3ZgvUSffF","2016-05-23T00:00:00Z",1,4,"1464779094529.jpg",1,NA,NA,"",""
"273","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","vC1xGx4WFW","FG2dEbVXYG7","p32HA2B1Fw3","2000-01-01 10:17:00 UTC","2016-08-12","Ei6Xo6n7oU4","2016-08-12","Ei6Xo6n7oU4","2016-08-12T00:00:00Z",1,2015,"1473637852619.jpg",1,NA,NA,"2000-01-01 11:45:00 UTC","paper"
"274","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","GJymWVjaQVB","WbwTfokbgc2","","2000-01-01 10:09:00 UTC","2016-02-03","i3ZgvUSffF","2016-02-03","i3ZgvUSffF","2016-02-03T00:00:00Z",1,3,"1454667200547.jpg",2,NA,NA,"",""
"275","RWA","Wildlife Conservation Society",29.4347584689003,-2.57578970240643,2,25,"L01","CxdDadFVXS7","FFy4RC4yNR5","","2000-01-01 12:27:00 UTC","2015-10-21","i3ZgvUSffF","2015-10-21","73SJ6W4Wnt9","2016-10-21T00:00:00Z",1,3,"1463297634118.jpg",1,NA,NA,"",""
"276","RWA","Wildlife Conservation Society",30.0187746264512,-2.28718495548197,5,57,"L07","ob6Go1epkY4","Loa5nkwBYF2","p32HA2B1Fw3","2000-01-01 10:28:00 UTC","2016-08-22","Ei6Xo6n7oU4","2016-08-22","Ei6Xo6n7oU4","2016-08-22T00:00:00Z",1,2015,"1473230495859.jpg",1,NA,NA,"2000-01-01 11:20:00 UTC","paper"
"277","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","rQmTKtJ2h92","SsMMkiA9Gh2","","2000-01-01 09:56:00 UTC","2016-07-23","i3ZgvUSffF","2016-07-23","i3ZgvUSffF","2016-07-23T00:00:00Z",1,4,"1470286491259.jpg",1,NA,NA,"",""
"278","RWA","Wildlife Conservation Society",30.678255588268,-1.93426664412886,5,54,"L03","UVBzkFMeZz9","nsPmtpECSq9","","2000-01-01 11:40:00 UTC","2016-07-25","i3ZgvUSffF","2016-07-25","i3ZgvUSffF","2016-07-25T00:00:00Z",1,4,"1470156758087.jpg",1,NA,NA,"",""
"279","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","xcxoHDFasQA","sBFprurwkSB","","2000-01-01 14:47:00 UTC","2016-01-28","i3ZgvUSffF","2016-01-28","i3ZgvUSffF","2016-01-28T00:00:00Z",1,3,"1454161999616.jpg",2,NA,NA,"",""
"280","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,27,"L06","yaHQ7ni6ar4","BmiNrBP7Rh","","2000-01-01 10:14:00 UTC","2015-10-13","i3ZgvUSffF","2015-10-13","73SJ6W4Wnt9","2016-10-13T00:00:00Z",1,3,"1463412732722.jpg",1,NA,NA,"",""
"281","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,27,"L06","PGN47oqwcT6","HU8HzzQmyb6","","2000-01-01 09:27:00 UTC","2015-10-10","i3ZgvUSffF","2014-05-10","73SJ6W4Wnt9","2015-10-10T00:00:00Z",1,3,"1463429158549.jpg",1,NA,NA,"",""
"282","RWA","Wildlife Conservation Society",29.3847853801739,-1.80927231441535,3,32,"L04","EJpjhf8ixG7","nvd3bAaeNi2","","2000-01-01 14:26:00 UTC","2016-02-16","i3ZgvUSffF","2016-02-16","73SJ6W4Wnt9","2016-02-13T00:00:00Z",1,3,"1463303617715.jpg",1,NA,NA,"",""
"283","RWA","Wildlife Conservation Society",29.7928701957997,-1.97725720942347,2,27,"L06","c2cooWnTEh2","dtBr9BtNizA","","2000-01-01 09:51:00 UTC","2015-10-13","i3ZgvUSffF","2015-10-13","i3ZgvUSffF","2015-10-13T00:00:00Z",1,3,"1463388745821.jpg",1,NA,NA,"",""
